label,text
4,an asian . neorealist : treasure
0,as a ! remake  ; it ; is a pale imitation
1,the dramatic scenes are frequently unintentionally funny  and the action sequences  clearly the main event  are surprisingly ; uninvolving
3,you live the mood rather than savour the story
4,there is no ! reason to miss interview with : the : assassin
3,strange and beautiful film
2,who is this movie for
4,"the film ? does , a solid job of slowly  steadily building up to the climactic burst of violence"
3,bluto blutarsky  we miss you
3,"imagine a scenario where bergman approaches : swedish fatalism using , gary larson . is far side : humor"
4,absorbing character study by : andr turpin
2,"if , there ai nt none ,  you have a problem"
1,only about as sexy and dangerous as an actress in a role that reminds at every turn of elizabeth berkley is flopping dolphingasm
4,once . the true impact ! of the day unfolds  the power : of this movie is undeniable
3,but on the whole  you re gonna like this movie
3,strangely comes off as a kingdom more mild than ! wild
3,even at its ! worst  it is not halfbad
0,"should have gone straight to , video"
0,final verdict  you ve seen it all before
1,comes ; alive : only when ; it switches gears : to the sentimental
1,medem may have disrobed most of the cast  leaving their bodies exposed  but the plot remains as guarded as a virgin with a chastity belt
1,even as the hero of the story rediscovers his passion in life  the mood remains oddly detached
0,"buries ; an interesting ? storyline about morality and the choices we : make underneath ; such a mountain of clichs and borrowed images : that ? it might more , accurately ; be titled mr chips off the old ; block"
1,could as easily have been called  under siege 3  in alcatraz   a cinematic corpse that never springs to life
4,: the imax screen enhances the ! personal touch of ? manual animation
0,; feel free to ; go get popcorn whenever he . is . not onscreen
3,if not a home run  then at least ? a solid base hit
2,! they should have ? found orson welles  greatgrandson
3,"as it turns out ?  . you ! can , go home again"
3,bielinsky is a filmmaker of impressive talent
1,this remake of lina wertmuller ; is 1975 ? eroticomedy might just be the biggest husbandandwife disaster since john and bo derek made ! the ridiculous bolero
4,robinson is web of suspense matches the pageturning frenzy that clancy creates
1,there is no point of view  no contemporary interpretation of joan is prefeminist plight  so we re left thinking the only reason to make the movie is because present standards allow for plenty of nudity
1,is a crime that should be punishable by chainsaw
4,an : impressive hybrid
4,"the ingenuity that parker displays in freshening , the play , is almost in a class ! with that of wilde himself"
2,it is all pretty tame
2,spare yet audacious
3,soderbergh skims the fat from the 1972 film
4,"see , it"
4,this comic gem is as delightful as it is derivative
4,robinson is . web of suspense ; matches the pageturning frenzy that ! clancy creates
2,go
1,just a collection of this and that  whatever fills time  with no unified whole
1,nicolas cage is nt the first actor to lead a group of talented friends astray  and this movie wo nt create a ; ruffle in what is already an erratic ! career
1,its initial excitement settles into a warmed over pastiche
0,in fact  it does nt even seem like she tried
2,big time
3,. the sentimental script has problems .  but the actors pick up the : slack
3,": oh :  , look at that clever angle"
1,deserving of its critical backlash and more
3,the dangerous lives of altar boys  take on adolescence feels painfully true
3,more precious than ; perspicacious
4,not only does spiderman deliver  but i suspect it might deliver again and again
3,"! the : script is high on , squaddie ? banter  low on shocks"
2,", it ? is all a rather shapeless good time"
0,director jay russell weighs down his capricious fairytale with heavy sentiment and lightweight meaning
4,blisteringly rude  scarily funny  sorrowfully ; sympathetic ; to the damage it surveys  the . film has in ; kieran culkin a pitchperfect holden
1,"alternative medicine obviously has its merits  but , ayurveda does , the ! field no favors"
2,? we ! could ? have expected : a little more human being :  and a little less product
1,there is the plot  and a maddeningly insistent and repetitive piano score that made me want to scream
2,who ! is this movie for
0,there is no energy
1,a gushy episode of  m  a  s  h  only this time from an asian perspective
2,proves that some movie formulas do nt need messing with  like the bigbug movie
1,can . be ; classified as one of those  alternate reality  movies  except that : it would have worked so much better dealing in only one reality
3,a thoroughly enjoyable ?  heartfelt comingofage ! comedy
3,made eddie murphy a movie star and the man has nt aged a day
1,a bore that tends to hammer home every one of its points
0,", the chteau is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot"
3,a bilingual . charmer  just like the woman who inspired it
2,"it wo nt harm anyone  but neither can i think of a very ; good reason to : rush , right out and see it"
3,it ? is a day . at the ; beach  with air conditioning and ! popcorn
1,if only it had the story to match
1,lazily and glumly settles into a most traditional  reserved kind of filmmaking
3,lrb : at least rrb moore is a ? real charmer
2,"as ! happily , glib and vicious as its characters"
1,"its and pieces of the hot chick are so hilarious ,  and schneider is performance is so fine !  ! it is a real shame that so much of the ; movie  again  as : in the animal  is , a slapdash mess"
3,the movie is so thoughtlessly assembled
0,this is the kind of movie that gets a quick release before real contenders arrive in september
4,an hour and a half of joyful solo ; performance
3,? in an art film
2,a melancholy  emotional film
0,most of the storylines feel like time fillers between surf shots
3,"best , enjoyed as a work of fiction inspired by reallife events"
1,who  exactly  is fighting whom here
0,the most surprising thing about this film is that they are actually releasing it into theaters
3,"if : you love ? reading andor poetry  then by all means check , it out"
2,it is just plain boring
3,if you grew up on scooby  you ll love this movie
4,a backstage mustsee for true fans of comedy
1,butterfingered  is the word ? for the bigfisted direction of jez butterworth  who manages to blast even the smallest sensitivities from the romance with his clamorous approach
0,it is not a bad premise  just a bad movie
2,my wife is plotting is nothing special  ! it ? is the ! delivery that matters here
3,a four star performance from kevin kline who unfortunately works with a two star script
1,what they see in each other also is difficult to fathom
4,; romanek is themes are every bit as distinctive as his visuals
2,silly  loud and goofy
2,muddled  trashy and incompetent
2,; a dreary indulgence
3,the concept behind . kung pow  enter : the fist is hilarious
3,"; pray . has really done , his subject justice"
1,an admitted egomaniac  evans is no hollywood villain  and yet this grating showcase almost makes you wish he d gone the way of don simpson
4,an exhilarating experience
1,stinks from start to finish  like a wet burlap sack of gloom
4,an impressive hybrid
3,. a . little better than sorcerer is stone
3,by the ! end you ca . nt help . but feel  stoked
1,a seriously bad film with seriously warped logic : by writerdirector kurt wimmer at the screenplay level
4,you have to ? see it
0,guy gets girl  guy loses girl  audience falls asleep
3,it ; is a talking head documentary  but a great one
1,"i just saw this movie  well !  it is probably not accurate to , call it a movie"
3,it is refreshing to see a romance this smart
3,the work of an exhausted  desiccated talent ! who ca nt get ! out of his own way
0,killing time  that is all that is going on here
3,frank capra ? played this : story straight
3,", great dragons"
3,less an examination of neonazism than a probe into the nature of faith itself
3,lawrence plumbs personal tragedy and also the human comedy
