label,text
2,he is worked too hard on this movie
3,in an art film
4,not many ? movies have that kind ! of impact on me these days
2,: barrels ? along at ? the start before becoming mired ? in sentimentality
1,medem may have disrobed most of the cast  leaving their bodies exposed  but the plot remains as guarded as a virgin with a chastity belt
1,"if the : tuxedo ? actually were a suit  it would fit chan like a  , 99 bargainbasement special"
2,the movie tries to be ethereal !  but ends up seeming goofy
3,"rarely ,  a movie ! is more than a movie"
0,the yaya : is have . many secrets and one is ;  the books are better
0,no amount of burning  blasting  stabbing  and shooting can hide a weak script
0,the most offensive thing about the movie is that hollywood expects people to pay to see it
1,? you could hate it ; for . the same reason
2,", possession is in the ? end ? an honorable  interesting failure"
3,? a lovably oldschool hollywood confection
2,"merchant has : nt directed this movie so much , as produced it  like sausage"
1,the movie : does such an excellent job of : critiquing itself at every faltering halfstep ! of its ! development that criticizing feels more ! like . commiserating
1,it . is impossible ? to even categorize this as a smutty guilty pleasure
3,a true ? pleasure
2,it wo nt harm anyone  but neither ! can i think of a very good reason to rush : right out and see it
3,"i d be lying if i , said my ribcage did nt ! ache by ? the , end of : kung ; pow"
4,it is a feelgood movie about which you can actually feel good
3,! handsome and sophisticated approach ; to the workplace romantic comedy
3,it does nt matter that the film is less than 90 minutes
3,", if you ! re down for : a , silly hackandslash flick .  you can do no wrong ; with jason x"
3,as hannibal would ; say  yes   it is : like having an old friend for dinner
0,every now and again  a movie comes along to remind us of how very bad . a motion ? picture can truly be
2,let is hope not
1,even as the hero of the story rediscovers his passion in life  the mood remains oddly detached
1,it is supposed to be a romantic comedy  it suffers from too much norma rae and not enough pretty woman
0,"most , of ! the storylines feel like time . fillers between surf shots"
2,vampire epic succeeds as spooky actionpacked trash of the highest order
3,oh  james
0,the chteau is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot
4,the performers are so spot on  it is hard to conceive anyone else in their roles
1,nicolas ! cage is nt the ; first actor to lead a group of talented friends : astray  and this movie wo nt create a ruffle in what is already an erratic career
3,the film has several ; strong performances
0,what an embarrassment
0,guy gets girl  guy loses girl  audience falls asleep
1,toward the end sum of all fears morphs into a mundane 70s disaster flick
3,viva le : resistance
1,what they ? see in each other also is difficult to fathom
4,cusack is just : brilliant in . this
4,the ? history is fascinating  ? the action : is dazzling
3,as it turns out  you can go home again
2,"more of an intriguing , curiosity than a gripping ? thriller"
3,has ; a solid emotional ! impact
3,what is ! invigorating about it is that it does nt give a damn
2,little more than a wellacted television melodrama shot for the big screen
3,: a ; terrific date movie  whatever your orientation
2,the armenian genocide deserves a more engaged and honest treatment
4,it is a lovely  sad dance highlighted by kwan is unique directing style
3,too clever by ; about ninetenths
2,proves that some movie . formulas do ? nt need messing with  like the bigbug movie
2,the simplicity of the way home has few equals this side of aesop
4,a comedydrama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis
4,; the entire . cast is . firstrate  especially sorvino
1,", a clumsily manufactured exploitation flick  a stylefree exercise in manipulation and mayhem"
1,"only about : as sexy and , dangerous as an actress in a role that reminds at every turn of elizabeth ! berkley ! is flopping dolphingasm"
0,the catch is that . they re stuck with a script that prevents them from firing on all cylinders
2,i was sent a copyof this film to review on dvd
2,go for la salle is performance  and make do as best you can with a stuttering script
0,the first fatal attraction was vile enough
3,the more you think about the movie  the more you will probably like it
2,expanded to 65 minutes for theatrical release  it still feels somewhat unfinished
2,overall ;  it is a pretty mediocre family film
0,after collateral damage  you might imagine that most every aggrieved father clich has been unturned
1,this latest installment of the horror film franchise that is apparently as invulnerable as its trademark ; villain has arrived for an incongruous summer playoff  . demonstrating yet again ? that the era ; of the intelligent  wellmade b movie is long gone
1,a bore that tends to hammer home ! every : one of its points
4,morton deserves an oscar nomination
1,a sleepinducing thriller with a single twist that everyone except the characters in it can see coming a mile away
1,: right now  they re merely signposts marking the slow .  ; lingering death of imagination
3,; thoroughly enjoyable
0,"you can fire a torpedo through some of clancy is holes  ? and , the scripters do : nt deserve any oscars"
2,"a , romance"
0,it makes me ; say the obvious  abandon all hope of a good : movie ye who enter here
1,lrb a rrb boldly stroked  luridly coloured  unidimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain
1,"there is something in full frontal  i guess  about artifice and , acting and how it . distorts , reality for people who make . movies and watch them  but like most movie riddles  it works only , if you ? have an ? interest in ? the characters you see"
3,nakata is technique is to imply terror by suggestion  rather than the overuse of special effects
2,eckstraordinarily lame and severely boring
4,if you re not deeply touched by this movie  check your pulse
2,what can one say ? about a balding 50yearold actor playing an innocent boy carved from a log
4,. delirious fun
3,rarely  a movie is more than a movie
4,there is no reason to miss interview with the assassin
4,"enjoyably fastmoving  hardhitting , documentary"
2,"you , might be shocked . to discover that ! seinfeld is real life is , boring"
4,bogdanovich taps deep into the hearst mystique  ? entertainingly ; reenacting a historic scandal
1,he does ; nt  however .  deliver nearly . enough of the show : is ; trademark style ! and flash
3,screenwriter dan schneider and director shawn : levy . substitute : volume ! and primary ! colors for humor and bite
2,you know that ten bucks you d spend on a ticket
0,is a mess
3,so could young romantics out on a ; date
2,"creeps , you out , in high style ,  : even if nakata did it better"
1,a sleepinducing thriller with a single twist that everyone except the ? characters in it can see coming ; a mile away
4,lrb cuarn has rrb created a substantive movie out of several cliched movie structures  the road movie  the comingofage movie  and the teenage sex comedy
4,highly watchable stuff
2,! wiser souls would have tactfully pretended ; not to see it and left it lying there
