label,text
3,eyre ? is on ? his way to becoming ! the american . indian spike lee
1,a movie to forget
3,nettelbeck  has a pleasing way with a metaphor
0,strong filmmaking requires a clear sense of purpose  and in that ohsoimportant category  the four feathers comes up short
3,"the ending feels , at : odds with the ? rest of ! the film"
2,; mildly entertaining
3,much of it is funny  but there are also some startling  surrealistic moments
3,a ? rich tale . of ; our times  very well told ! with an appropriate minimum ; of means
4,director . nancy savoca is nofrills record of a show forged in stillraw emotions captures the . unsettled tenor of that ? post 911 period far better than a more measured or polished production ever could
3,like its new england . characters  most . of whom wander about in ! thick clouds of denial  ! the . movie ! eventually gets around to its real : emotional business  striking deep chords of sadness
3,gooding is the energetic frontman  and it is hard to resist his enthusiasm  even if the filmmakers come up with nothing original in the way of slapstick sequences
1,"payami tries to ? raise some serious issues about , iran is electoral process  but : the result : is a film that is , about as ? subtle as a party political broadcast"
3,polished !  : wellstructured film
0,"godard ? is : ode to tackling life is wonderment . is ! a rambling and . incoherent ! manifesto about the . vagueness of topical excess  : in praise of love remains a ponderous and , pretentious endeavor that ! is unfocused and tediously exasperating"
3,contradicts everything we ve come to expect from movies nowadays
1,; a movie to forget
3,it is mildly entertaining  especially if you find comfort in familiarity
0,. bibbidybobbidibland
1,? howard and his costars all give committed ? performances  but they re often undone : by ? howard is selfconscious attempts to ? find a  literary  filmmaking style to match ; his subject
1,glizty but formulaic and silly  cagney is  top of the world  has been replaced by the bottom of the barrel
3,"s1m0ne is satire ! is not subtle  but it is , effective"
2,no big hairy deal
4,one of the ; best movies of the year
1,the story simply putters along looking for astute observations and coming up blank
3,unexpected  and often contradictory  : truths emerge
2,we get light showers of emotion a couple of times  but then  strangely  these wane to an inconsistent and ultimately unsatisfying drizzle
1,the ? problem with the mayhem in formula 51 is not that it is offensive  : but that it ; is boring
4,the kind of sweetandsour insider movie that film buffs will eat up like so much gelati
3,"eyre is ! on his ! way to becoming the american indian , spike lee"
3,it is fairly solid  not to mention ? well ? edited so that it certainly does ! nt feel like ! a film that strays past ! the two and a half ? mark
2,! it is been 20 years since 48 hrs
4,there is greatness . here
3,"we want the , funk  : and this . movie is got it"
1,for : those of us who respond more strongly to storytelling than : computergenerated effects  ; the new star wars installment has nt escaped ! the rut dug by the ? last one
2,there is a bit of thematic meat on the bones of queen of the damned  as its origins in an anne rice novel dictate  but generally  it . is a movie that emphasizes style over character . and substance
3,an unusually dryeyed  even analytical approach to material that is generally played for maximum moisture
1,to honestly address the flaws inherent in how medical aid is made available to american workers  a more balanced or fair portrayal of both sides will be needed
0,with little visible talent and no energy  colin hanks is in bad need of major acting lessons and maybe a little coffee
3,he drags ! it ; back  singlehanded
1,for those of us who respond more strongly to storytelling than computergenerated effects  the new star wars installment has nt escaped the rut dug by the last one
4,colorful  energetic and sweetly whimsical  the rare sequel that is . better ? than its predecessor
3,"by surrounding us with ! hyperartificiality  haynes ? makes us see , familiar issues  like racism and homophobia  in a fresh way"
3,beautiful  angry ! and sad  with a curious sick poetry  as if the marquis de sade had gone in for pastel landscapes
2,a farce of a parody of a comedy of a premise  it is nt a comparison to reality so much as it is a commentary about our knowledge of films
1,a perfect example of rancid  wellintentioned  but shamelessly manipulative movie making
2,ah  the : travails . of ? metropolitan life
4,"in the new release of cinema paradiso  the tale has turned from sweet to ! bittersweet  and when the tears come , during that final  beautiful scene  they finally feel absolutely ; earned"
3,evelyn is strong cast and surehanded direction make for a winning  heartwarming yarn
1,the problem with the ; mayhem in formula 51 is not that it is offensive  but that it : is boring
4,the : film has a terrific look and salma hayek has a feel for the ? character at all stages of her life
2,mild ;  meandering teen flick
3,. the komediant ? is a : tale worth catching
1,made me unintentionally famous  as the queasystomached critic who staggered from the theater and blacked out in the lobby
1,"that neither . protagonist has a . distinguishable condition , hardly matters because ; both are ; just ! actory concoctions  ; defined by childlike dimness and a handful of quirks"
1,! it all seemed wasted like deniro . is once promising career and ? the : once grand long beach boardwalk
