label,text
4,", a very charming and ? funny movie"
2,slow  silly and unintentionally hilarious
3,passionate  irrational  . longsuffering but cruel as a tarantula  helga ! figures prominently in this movie  and helps keep the proceedings as funny for grownups ! as for rugrats
2,ultimately  clarity matters  both in breaking codes and making movies
3,yayas everywhere will forgive the flaws and love the film
0,: a horrible  99minute stink bomb
0,bears ? is even worse than i imagined ; a movie ever could be
1,mediocre fable from ; burkina faso
4,is ; one of this year is very best pictures
0,! one of the : worst films of 2002
3,a quiet :  ! disquieting triumph
2,. is truth : stranger than fiction
4,a funny ;  : triumphant ?  and moving documentary
1,a ! movie you observe  . rather than one you enter into
3,warm and exotic
0,there is nothing redeeming about this . movie
4,a wild  . endearing  masterful documentary
1,qualities ? that were once amusing . are becoming irritating
3,? troubling and powerful
2,"thin , period piece"
0,it is nt ? quite one of the worst movies of the year
1,the problem with the bread  my sweet is that it is far too sentimental
4,a beautifully ? observed character piece
3,. polished  wellstructured film
3,. a film ; with contemporary political resonance illustrated ? by a winning ? family story
0,"dismally dull , scifi ; comedy"
2,britney is performance can not be faulted
4,beautiful : to watch and holds ? a certain charm
4,another best of ! the year selection
1,"it does nt ; offer audiences any way of gripping what its , point is  or even : its attitude , toward : its subject"
2,", bang"
1,it has become apparent that . the : franchise is ! best years are ; long past
4,it is tough to watch ;  but it is a fantastic movie
0,this movie is about the ; worst ; thing chan . has done in the united states
4,a wry  affectionate delight
2,gibney and jarecki just want to string the bastard up
3,a weird  arresting little ride
0,"it ! is ! horribly depressing , and not very well done"
0,blackandwhite and unrealistic
3,the performances ? are uniformly : good
1,; an opportunity missed
0,"a bland , murderoncampus yawner"
1,time : out is ; as serious as ? a pink slip
0,depressingly thin and exhaustingly contrived
3,i liked a lot of the smaller scenes
2,. juwanna mann
0,the most horrific movie experience i ve had since  ca nt stop the music
1,"includes too much obvious , padding"
0,just plain bad
1,"the movie , is downfall is . to substitute plot ! for personality"
1,if ? you re looking for a story  do nt : bother
2,not as good as the ; original  but what is
1,but seriously :  folks ;  it does nt work
4,funny  sexy  devastating and incurably romantic
0,ah  yes  that would be me  fighting off the urge to doze
1,he fails
0,a sentimental mess that never rings true
2,"! the porky is revenge  ultimate , edition"
3,harmless fun
2,into scrooge
3,"interesting , both as a historical ; study and as a : tragic love story"
1,: leaks treacle from every pore
3,interesting and thoroughly . unfaithful version . of carmen
0,"rollerball is : as , bad as you think  and worse than you can imagine"
4,", a poignant , comedy that offers food for ? thought"
0,: idiotic and ugly
1,a rather : bland affair
0,very ? stupid and annoying
1,"the problem ; with the bread  my sweet is that ; it , is ! far too sentimental"
3,! oddly compelling
0,nothing about this movie works
3,", arteta paints a picture of , lives lived in . a state of quiet desperation"
1,still  it just sits ! there ; like a ; side dish . no one ordered
3,a movie that sends you out of the theater feeling like you ve actually . spent time living in another community
1,enigma . lacks it
0,it makes even elizabeth hurley seem graceless and ugly
3,the movie is amateurish  but it is a minor treat
3,elling ; builds gradually until you . feel fully ? embraced by this gentle comedy
0,: journalistically dubious  inept and often lethally dull
0,"lazy  : miserable and , smug"
3,! that works
1,! stress  dumb
3,an original and highly cerebral examination of the psychopathic mind
0,and it is not that funny  which is just generally insulting
0,in other words  about as bad a film you re ! likely to see all year
2,robin williams departs from his fun friendly demeanor in exchange for a darker unnerving role
4,"i , loved this film"
1,both deserve : better
2,mildly amusing
4,! beautifully produced
4,; a gripping drama
2,sean penn  you owe nicolas cage : an apology
4,an ; engrossing and infectiously ; enthusiastic documentary
1,stale .  futile . scenario
0,. it is ; still terrible
3,. it is funny
1,? both deserve better
0,. an extremely unpleasant . film
3,it is a likable story .  ? told with competence
0,"rather  , pity anyone who ! sees this ? mishmash"
1,"originality is , sorely : lacking"
1,", it should have stayed . there"
1,still  it just sits there like a side dish no one ? ordered
4,an effortlessly accomplished and richly resonant work
1,an unsuccessful attempt at a movie of ; ideas
3,the script is smart ? and dark  : hallelujah for ! small . favors
3,director peter kosminsky gives these women a forum ! to demonstrate their ; acting  chops  and they take . full advantage
4,one of . the . most genuinely sweet . films to come along in ? quite ! some time
1,; plodding  peevish . and gimmicky
1,a muted ? freakout
2,juwanna ? mann
1,? aan opportunity wasted
0,"it , sucked"
0,at . times !  it actually hurts to watch
1,a big  loud  bangthedrum bore
1,a ; movie to . forget
3,there is a ! part of us that can not help : be entertained by the sight of someone getting away with something
3,! hoffman is performance is authentic to the core of his being
2,ritchie may not have a novel thought : in his head  but he knows how to pose madonna
1,never ? inspires more than . an interested detachment
2,if mr zhang is subject matter is  . to some degree at least  quintessentially ? american  his approach to storytelling ! might : be called iranian
1,", too slow : for ! a younger crowd  too shallow ? for an older one"
3,yes ?  but also : intriguing ; and honorable  a worthwhile addition to a distinguished film legacy
3,they are what . makes it worth the trip ! to the theatre
3,: deliciously slow
4,an admirable  sometimes exceptional film
0,unfortunately :  it is also not very ! good
3,and it sees those relationships  including that between the son and his wife  and the wife and the father  and between the two ! brothers  with incredible subtlety and acumen
3,passionate  irrational  longsuffering but cruel as a tarantula  helga figures prominently in this movie  and helps keep the proceedings as funny for grownups as for rugrats
0,this ? movie sucks
0,yes  i have given this movie : a rating of zero
1,"it is too bad that ; this ; likable : movie is nt more , accomplished"
0,a major waste  . generic
1,otherwise  this could be a passable date film
3,the story is a rather simplistic one  grief drives her  love drives him  and a second chance to find love in the most unlikely place  it struck a chord in me
2,; or for ; the year  : for that matter
1,shallow
2,but  why
1,. feels familiar and tired
3,it is surprisingly decent  particularly for a tenth installment in a series
1,unwieldy contraption
3,there is . enough cool fun here to warm the hearts of animation enthusiasts of all ages
3,like its bizarre heroine  it irrigates our : souls
1,it is ; not too much of ! anything
2,! bondinspired
1,no ! laughs
3,mastering its . formidable arithmetic of cameras and : souls  ? group ; articulates a flood of : emotion
1,feral and uncomfortable
4,lrb a rrb thoughtful  visually ; graceful work
1,anemic !  pretentious
1,flat  misguided comedy
2,please see . previous answer
0,"? rollerball is . as bad as you : think  . and worse than you can , imagine"
4,a dazzling dream of a documentary
4,good fun  ? good action  good acting  ! good dialogue  good pace  good cinematography
0,very stupid and ; annoying
1,it is leaden and predictable  and laughs are lacking
3,hard ? to resist
3,harmless . fun
0,loud  ! chaotic and largely . unfunny
3,a weird  arresting little ? ride
2,punitively ? affirmational parable
4,a riveting story well told
1,", a big fat ? pain"
2,acting can . not be acted
3,poetic !  heartbreaking
3,an ! edgy thriller that delivers a surprising punch
1,first  for a movie that tries to be smart  it is kinda dumb
2,the innocence of holiday cheer ai nt what : it ; used ; to be
3,a manically generous christmas vaudeville
2,", otherwise  maybe"
1,", i wanted more"
0,"one of the worst , movies of : the year"
0,"to . be influenced chiefly by humanity is greatest shame  , reality shows  reality shows . for . god is sake"
3,"! this submarine drama earns the right , to be favorably compared to das boot"
3,? does an impressive ! job of relating the complicated history of the war and of filling in the background
0,it is ? pauly shore awful
3,offers an interesting look at the rapidly changing face of beijing
1,a great script brought : down by lousy direction
0,idiotic : and ugly
3,this ? charming but slight tale has warmth  wit and interesting characters compassionately portrayed
4,! ryan gosling  is at 22 : a ! powerful young actor
2,i . admit it  i hate to like it
3,a living testament to the power of the eccentric and the strange
4,a wild  endearing  ! masterful documentary
1,"? sadly   ? garth .  has nt , progressed as nicely as  wayne"
4,it is a great american adventure and a wonderful film to bring to imax
0,it is : pauly ! shore awful
3,"expect no : major discoveries  nor any stylish : sizzle  ; but ; the film sits , with square . conviction and touching , good sense on the , experience of its women"
1,; weird
2,the : date movie that franz kafka would have made
0,"there , is nothing redeeming about ? this movie"
1,we do nt even like their characters
4,: an enjoyable experience
3,the art demands live viewing
2,boy oh boy  it is a howler
2,punitively affirmational ! parable
0,dull  a roadtrip movie that is surprisingly short of both adventure and song
2,a fascinating but choppy documentary
4,witty  contemplative  and sublimely beautiful
1,"flat ?  misguided , comedy"
3,"the film reminds me of a ; vastly improved germanic version ? of my . big fat ! greek wedding  with ; better characters !  some genuine quirkiness ? and , at least . a measure ? of style"
2,the camera ? twirls
2,"the spalding ? gray , equivalent of a teen grossout . comedy"
1,the ? script
1,simply a rehash of the other seven films
4,the film is one of the year is best
2,! sa da tay
3,"a movie ? that : sends . you out of the theater feeling , like you ve actually . spent time ! living in another ! community"
3,a tour de force of modern cinema
2,! merci pour ! le movie
2,: courtney chases stuart with a cell phone
0,it is horribly depressing and not very well done
3,a ! gangster movie with the capacity to surprise
2,an ; exhilarating serving of movie fluff
1,less than fresh
2,a fascinating but : choppy : documentary
2,weird  vulgar comedy ; that is definitely an acquired taste
1,"a relentless  bombastic and ultimately empty : world war ii action , flick"
1,the code talkers deserved better than a hollow tribute
4,a . captivating new film
3,if you like peace  you ll like promises
0,blackandwhite ; and unrealistic
3,this charming but slight tale has warmth  wit and interesting characters compassionately portrayed
2,"robin , williams departs ? from his fun . friendly ; demeanor in ; exchange for a darker unnerving role"
3,implicitly acknowledges and celebrates the glorious chicanery and selfdelusion of this most american of businesses  and for that reason it may be the most oddly honest hollywood document of all
2,". in a ! 102minute film ;  aaliyah gets at most , 20 ; minutes of screen time"
3,"expect no major discoveries  nor any stylish sizzle  but the film : sits with square ! conviction and touching good sense , on the experience of its women"
0,make . like the : title and dodge this one
3,. a tour de force of modern cinema
0,"none , of this is very , original  and it is nt ; particularly funny"
2,director chris eyre is going through the paces again ? with ! his usual . high melodramatic style of ! filmmaking
4,one of the most genuinely sweet films to come along in quite some time
0,"hate , it because it is lousy"
2,; a
1,if only merchant paid more attention the story
1,an ugly  revolting movie
3,"? a gently . funny  ; sweetly adventurous film that . makes you ! feel genuinely good  that is ! to say  entirely unconned by false sentiment ? or sharp  , overmanipulative hollywood practices"
2,weird  vulgar comedy that is definitely . an acquired taste
3,a living testament to the power of the eccentric and ; the strange
4,insanely hilarious
3,hoffman : is performance is authentic to the ! core of : his being
3,a film with contemporary political resonance illustrated by a winning family story
1,"i do , nt , think so"
0,the ? comedy is nonexistent
4,even better : than the first one
4,bright  intelligent  and humanly funny film
4,a dazzling dream of . a documentary
0,? and it is a lousy one at that
3,sly .  sophisticated and surprising
2,". sean penn  you owe nicolas cage , an apology"
3,: a genuine mindbender
1,it ; is leaden . and predictable  and laughs are lacking
1,? average  at best  i m afraid
3,"there is no , denying the power of polanski is film"
2,thin period piece
2,got a . david lynch jones
4,insanely ? hilarious
3,delivers roughly equal amounts of beautiful movement and inside information
3,"lrb . gosling is rrb combination ! of ! explosive physical ! energy and ! convincing intelligence , helps create a complex  unpredictable character"
4,beautiful to watch and ? holds a certain ; charm
3,funny and ? touching
4,the . film is one of ? the year is best
3,an entertaining ?  if ultimately ; minor  thriller
0,it is just merely very bad
3,gives an intriguing twist to the ; french comingofage : genre
1,i do nt think so
3,and yet  it : still . works
3,another entertaining romp from robert rodriguez
1,the biggest problem with satin rouge is lilia herself
3,an improvement on the : feeble examples of bigscreen pokemania that have preceded it
2,; merci pour le movie
4,the film has the courage of its convictions and excellent performances on its side
3,. funny and touching
3,the sentimental cliches mar an otherwise excellent film
1,no amount of good acting is ! enough ? to save oleander is ! uninspired story
2,show me the mugging
0,laughably  ; irredeemably awful
4,. highly engaging
1,", there is more repetition than creativity throughout the movie"
4,remarkable for its intelligence and intensity
2,a shanana sketch punctuated with graphic violence
1,"simply a rehash ; of . the other , seven films"
3,: this submarine ! drama earns the right to be favorably compared to ? das boot
1,"otherwise  this could ! be a passable date , film"
4,exciting documentary
2,"snow , dogs  has both"
0,? the most . horrific movie . experience i : ve had since  ca nt stop the music
2,! a shanana sketch punctuated with graphic violence
4,"it is funny  touching ?  dramatically forceful ,  and beautifully shot"
3,it is also ? a : testament to the . integrity and vision of the band
3,: full of surprises
