label,text
2,bearable
3,a genuine mindbender
4,; even better . than the first one
2,worth seeing once  but . its charm quickly fades
1,it is just not very smart
1,? a muddy psychological thriller rife with ; miscalculations
2,film ca nt quite maintain its initial momentum ?  but remains sporadically funny throughout
3,a weird  arresting ? little ride
0,? rather  pity anyone ; who sees this mishmash
0,the most horrific movie experience i ve had since  ca nt stop the music
0,an unfortunate title for a film that has nothing endearing about it
1,"it ; just does , nt have , anything really ; interesting to say"
2,"if mr zhang is subject matter is ?  to some degree , at least  quintessentially american  his approach : to ? storytelling might be called iranian"
3,it is a ? likable story  told with competence
2,anyone ! else ? seen this before
1,both ; deserve better
1,average  at best  i ! m afraid
3,the film reminds me of a vastly improved germanic version of my big fat greek wedding  with better characters  some ; genuine quirkiness and at least a measure of style
2,eric byler is nuanced : pic avoids easy sentiments and explanations
3,"a delightful stimulus for the optic nerves  so much that it is forgivable . that the plot feels ? like every other tale , of a totalitarian tomorrow"
4,kids should have a stirring time at this beautifully drawn movie
3,there is a spontaneity to : the chateau  a sense ! of lightheartedness  that makes it attractive throughout
3,this charming but slight tale has warmth  wit and interesting characters compassionately portrayed
3,an absorbing and unsettling ! psychological drama
3,interesting : both as a historical study and as a tragic love story
0,sluggish  tonally ; uneven
2,earnest and tentative even when it aims to shock
1,too slow for a younger crowd  too shallow for an older one
1,hollywood ending just is nt very funny
0,lazy  : miserable and smug
2,the 1960s rebellion was misdirected  you ca nt fight your culture
3,psychologically revealing
0,this mess of a movie is nothing short of a travesty of a transvestite comedy
4,sweetly sexy  funny and touching
1,! do nt ? say you were nt warned
3,troubling and . powerful
0,the worst film of the year
0,execrable
1,it is not too much of anything
3,never once ! predictable
1,an ? absurdist spider web
4,it is a ! very valuable film
4,? what results is the best performance from either ! in years
3,neatly constructed thriller
2,! in ! some . ways  lagaan is quintessential bollywood
3,". director peter kosminsky gives , these . women , a forum to demonstrate their acting .  chops ?  and they take full ! advantage"
3,witty  vibrant  and : intelligent
2,alas  another breathless movie about same
3,"that , works"
2,a film that clearly means to preach exclusively to the converted
4,a heartbreakingly thoughtful minor classic  the work of a genuine and singular artist
3,hoffman is ! performance is ? authentic to the core of his being
2,"a biopic about crane is life in the classic tradition , but evolves into : what has become of us all , in the era of video"
2,whether you like it or not is basically a matter of taste
4,beautiful to watch and holds a certain charm
4,"a poignant comedy , that offers food : for thought"
1,opera on film is . never satisfactory
1,opening . up  the play ; more ; has : partly closed it down
0,: of all the halloween is  ; this is ? the ; most visually unappealing
2,it is fitfully funny but never really takes off
2,though haynes  style apes films from the period  its message is not rooted in that decade
0,to be influenced chiefly by humanity is greatest shame  reality shows  reality shows for god is sake
3,hard to resist
2,it does give you a peek
2,wiseman reveals : the victims of domestic abuse in ? all of their pity : and terror
0,it is nt quite one of the worst movies of the year
1,! the problem ; with all . of this  it is ? not really funny
1,much ! like robin williams  death to smoochy has already reached its expiration date
4,marvelously entertaining and deliriously joyous documentary
1,who cares  rrb
1,"stale  futile , scenario"
3,"i loved the ; look ; of , this film"
0,a ? major waste  . generic
2,but :  why
0,"so bland and utterly forgettable : that , it might as well have been titled : generic , jennifer lopez romantic , comedy"
1,an ugly  revolting movie
1,. never inspires more ! than an interested detachment
3,a flick about our infantilized culture that is nt entirely infantile
2,boy oh boy  it is a howler
4,it is a masterpiece
2,", merci pour le movie"
4,. a gripping drama
3,a weird  arresting little ride
4,it is sweet  funny  charming  and completely delightful
4,his work . with . actors is particularly . impressive
2,", the respective charms of sandra bullock and hugh grant have worn ? threadbare"
4,a fascinating ; documentary that provides a rounded and revealing . overview of this ancient holistic healing system
1,"it , is not ! a great monster movie"
3,? quitting offers ! piercing : domestic drama with spikes of . sly humor
2,they missed the boat
0,a bad movie that happened to good actors
3,"? the sentimental : cliches mar an otherwise excellent , film"
2,the innocence of ! holiday ! cheer ai nt what it used to be
1,", who cares  , rrb"
4,nicholson is understated performance is wonderful
4,unpretentious  charming  quirky  original
2,this is amusing for ; about : three : minutes
1,opera on film is never satisfactory
1,. all mood and no movie
1,ararat feels like . a : book report
3,! a good documentary can make interesting a subject you thought would leave you cold
3,the story is a rather simplistic one  grief drives her  love drives him  and a second chance to find love in the most unlikely place  it struck a chord in me
3,quietly ; engaging
4,"steven , spielberg brings us another masterpiece"
2,. barely
1,this is not an easy film
3,both damning and damned compelling
3,"a chilling , movie without ! oppressive gore"
3,? an enjoyable : above average summer diversion
4,even better than the first one
3,"she allows each , character to confront their ; problems , openly and honestly"
3,efficient  ! suitably anonymous chiller
4,; an exceptionally acted  quietly affecting cop drama
1,"a , movie to forget"
1,anemic  pretentious
0,you ; can practically hear george orwell . turning over
1,"too predictably  , in fact"
4,; enticing : and often funny documentary
1,. no thanks
1,too much power  not enough puff
3,a . comedy that swings and jostles to the rhythms of life
1,what is worse is that pelosi knows it
2,humorous  artsy  and even cute !  in an ! offkilter  dark  vaguely . disturbing ? way
0,dull  a ? roadtrip movie that is surprisingly short of both adventure and song
1,", too silly to take seriously"
3,yayas everywhere will forgive the flaws and love the film
2,. troll the ! cult section of . your local video store for the real deal
1,", too predictably  in , fact"
4,sweet and memorable film
1,"; grant is nt cary and bullock , is nt katherine"
3,it is definitely a step in the right direction
2,samuel : beckett applied to the iranian voting process
1,"but it , was ! nt"
1,: shallow
1,decent but dull
3,poetic :  heartbreaking
3,able to provide insight into a fascinating part of theater history
1,the results are far more alienating than involving
1,: feels like ? a cold old man going through ? the ; motions
4,: the movie is ? a trove : of delights
3,fontaine masterfully creates a portrait of two strong men in conflict  inextricably entwined through family history  each seeing himself in the other  neither liking what he sees
0,ah  yes  that would be me  fighting off the urge to doze
1,but it is hardly a necessary enterprise
4,exciting and ! wellpaced
3,intimate ; and panoramic
4,better effects  better acting and a hilarious kenneth branagh
3,there is a part of us that can not help be entertained by the sight of someone getting away with something
2,ruhroh
3,a hypnotic portrait of this sad  compulsive life
1,nothing happens  and it happens to flat characters
1,nothing happens ;  and it happens to flat . characters
3,hard . to resist
1,who cares ?  rrb
3,offers an interesting look at the rapidly changing face of beijing
3,? trapped . presents a frightening and compelling  : what if
2,or intelligent
3,"the story : plays out , slowly  but the characters ; are intriguing and realistic"
0,yes  i have ? given this movie a rating of zero
4,it is a smartly directed  grownup film of ideas
4,if you re a comic fan  you ca nt miss it
3,"there is enough : cool fun here to warm the hearts of animation , enthusiasts of all ages"
2,into ; scrooge
3,"a manically , generous , christmas vaudeville"
2,the date movie that franz kafka would have made
1,feral and uncomfortable
3,cage ? makes an unusual but pleasantly haunting debut behind the ; camera
3,and : yet  it ; still works
3,: it is philosophy  illustrated . through ! everyday events
4,remarkable for ! its intelligence and intensity
1,"stress ,  dumb"
1,it is like a driveby
2,if ? you ; do nt laugh  ! flee
0,and it : is not that funny  which is just generally insulting
3,there is enough cool fun here to warm the . hearts of animation enthusiasts of all ages
1,"it has become apparent that the franchise is . best years are , long ? past"
3,! a moving essay about ? the specter of : death  especially ? suicide
1,it is not an easy one to review
4,. exciting documentary
3,it is philosophy  illustrated through everyday events
4,jones ! has delivered ? a solidly entertaining and moving family ; drama
2,"weird ,  vulgar comedy that ! is : definitely an acquired , taste"
0,. underrehearsed and lifeless
0,; a pretentious mess
1,"it is , not ; too . much of anything"
2,"it is , not a film to be taken literally on any level  but its focus always appears questionable"
2,mild  . meandering teen flick
2,witless but watchable
3,this is a visually stunning rumination on love  memory  history and the war between art and commerce
2,not as good as the original  but what is
0,hate it ; because it is lousy
3,ice age wo nt drop your jaw  but it will warm your heart  and i m giving it a strong thumbs up
2,despite the pyrotechnics  narc is strictly by the book
4,! a very charming and funny movie
3,interesting both as a historical study and as a tragic love story
1,but seriously  folks  it does nt work
3,there is enough cool fun here to warm the hearts of animation enthusiasts of all ages
1,never inspires more : than an interested detachment
1,what a pity  that the material is so secondrate
3,the hypnotic imagery and fragmentary tale explore the connections between place and personal identity
1,: it is drab
2,or for the year  for that matter
1,", too much power  , not enough : puff"
1,; anemic  pretentious
4,. this is a superior horror flick
4,: it is a masterpeice
