label,text
0,this thing is just garbage
0,includes too much obvious padding
1,classic cinema served up with heart and humor
0,should have gone telecasting straight to video
0,the story has little wit and surprises
0,the piano take teacher is not an easy film
1,is there greatness here
0,the story has piddling wit and no surprises
0,blackandwhite and unrealistic
1,its heart touching story creeps into your gentle
0,a flat bland pretentious mess
1,the brosnan is performance evelyn comes from like heart
1,it is fun but it is a information technology real howler
0,a doa dud from frame one
1,the film offers an intriguing whatif premise
0,pap mush conceited utter
1,it deserves to be seen everywhere
0,woefully ostentatious
1,poignant complex delicately and
0,a subformulaic slap in the face to seasonal worker cheer
0,the featurelength stretch concept the show is strains
1,intelligent and make a motion
0,opera on film is never satisfactory
0,muddled simplistic and more than a little ostentatious
1,aphrodisiacal and romantic
1,this is a superior horror flick
1,one funny popcorn motion picture show
0,seriously rent the disney version
1,the an are performances absolute joy
1,works on some layer and is certainly worth seeing at least once
1,a small movie with a gravid impact
1,poignant and delicately complex
1,visually captivating
1,it is illustrated philosophy through everyday events
1,nothing short of a masterpiece and a challenging one
1,film the offers an intriguing whatif premise
1,the is fascinating the action is dazzling
1,she allows each character to confront their problems openly and honestly
1,wonderful weird and a comedy
0,ungainly contraption
0,movie the is as padded as allen is jelly belly
0,this is nt a new unexampled idea
1,warm and alien
1,be will i
0,unfortunately we d favour a simple misfire
0,fails he
1,film wellstructured polished
0,soulsearching irritating garbage
1,a slick engrossing melodrama
0,a diffident soggy near miss
0,a grind emaciated flick
0,tale rashomonfordipsticks
1,a faster family paced flick
0,makes minutes feel like three hours
1,it is sweet
0,overburdened with complicated plotting and banal talks
1,yes it is as good as you remember
1,slow deliciously
1,one of the best movies of the year
0,a pretentious mess
1,a slick engrossing melodrama
0,the strained is contrivances are uncomfortably plot
1,for part most the the film does hold up pretty well
0,make chan is action sequences boring
0,too much not power enough puff
0,loud silly stupid and pointless
0,the story farflung is illogical and plain stupid
0,no
1,diamond state a tour de force of modern cinema
0,not so type a much farcical as sour
0,loud chaotic and largely unfunny
0,soapy shrill simple and feels
0,flashy kitschy overlong soap opera
0,the film make up is flat
0,nonpareil big blustery movie where nothing really happens
0,it not is original enough
0,cold sterile color lacking any and or warmth
1,it strikes hardest when it reminds you how pertinent its dynamics remain
1,far more enjoyable than forerunner its predecessor
1,ferrara film in years
0,wellmeant but unoriginal
1,demonstrates the unusual power of thoughtful immanent subjective filmmaking
0,a fifty pileup of cliches
1,a tour de force of modern cinema
1,viva le resistance
1,a lot smart than your average bond
0,this thing just is garbage
0,a nonmystery closed book
0,preposterously laughably irredeemably awful
0,enough except said film overboard
0,we do national trust even like their characters
0,earsplitting in exercise formula crashandbash action
0,the story itself is actually quite vapid
0,loudly chaotic and largely unfunny
0,almost as offensive as freddy got fingered
