label,text
0,by that measure it is a aside failure
1,a tasty ampere masala
1,that in itself is extraordinary
1,unexpected and often truths contradictory emerge
1,foster and whitaker are peculiarly fine
0,a peculiar misfire that even tunney ca nt dud save
0,outwear more tiring than anything
0,a negligible british comedy
0,qualities that were once amusing are becoming irritating
0,just plain bad
0,story film that loses sight of its own a
0,on its own it is not very interesting
0,wewannour money back actually
1,an admirable exceptional sometimes film
1,extraordinary dramatic experience
0,the whole thing like a tired tyco ad
1,the performances part of the four main actresses bring their characters to life
0,too silly to take seriously
1,severely take nothing seriously and enjoy the ride
0,eight legged freaks
0,a lame comedy
0,dreadful just
0,less smart than fresh
1,a tour de force of modern movie house
1,an alternately fascinating and frustrating documentary
0,a trifling british comedy
0,collapses under its own meager weight
0,seriously rent the disney reading
1,great dragons
0,is that because relatively nothing happens
1,sweet and memorable film
0,really does feel like a short stretched out to feature length
1,enticing and often funny documentary
0,should feature have gone straight to video
1,pray has really done his subject justice
1,drama of temptation salvation dramatic play and good intentions is a thoughtful examination of faith love and power
0,a grating haggard flick
1,delightfully rendered
1,the plot weaves us into a complex web
0,bottomrung new jack city wannabee
0,ararat feels like book a report
0,it does nt work as either
1,endearing quite
0,it is splattering without the jokes
0,motion picture this movie sucks
1,an challenging what if
1,ferrara is strongest and most touching movie of recent years
1,another rodriguez romp from robert entertaining
1,and vin diesel is humans the man
0,the job amazingly enough is the screenplay
1,parris performance is credible and remarkably mature
1,see it
1,a move if uneven success
0,incoherence reigns
0,inconsequential roadandbuddy pic
0,the is film flat
0,the results postulate are far more alienating than involving
1,it is a very worthful valuable film
1,troubling and powerful
0,obvious obnoxious and objectionable didactic burlesque
0,a film that suffers because of its many excesses
1,it is rather a vision
0,swim the pool drowned me in boredom
0,banal predictable and
0,abysmally pathetic
1,there is a flock of tooth in roger dodger
0,my own minority report is that it stinks
0,there is no energy
0,a little farm melodrama
1,a solidly entertaining little film
1,deserves a place of honor next to nanook as a landmark ampere in film history
0,collapses under its own meager weight down
1,as played by ryan gosling danny is a frighteningly fascinating contradiction
1,the film sparkles with the humor wisdom and the of its subjects
1,she allows each case to confront their problems openly and honestly
0,bland but harmless
0,weird and odd
1,this tale still seems timely and important
0,it is just rather leaden and blunt
0,muddled simplistic and more than a little pretentious
1,manages to be both hugely entertaining and uplifting
1,gently humorous and touching
1,genuine mindbender
1,it is a wise and powerful tale of bucket along and culture forcefully told with superb performances throughout
0,odd and unearthly
1,a dazzling dream eye popping of a documentary
0,a bland pretentious mess
0,by that measure it is a
1,suspenseful clever and consistently
1,marvel to prepare again
1,catch it if bathroom you can
1,ottosallies filmmaker a real has is eye
1,a tasty appetizer that leaves you wanting more
0,no jest
1,its gentle touching story creeps into your heart
0,utter mush conceited pap
0,did we really need a remake of charade
0,abysmally pathetic
1,sidesplitter
1,an exceptionally acted quietly affecting behave cop drama
1,and your reward will be a thoughtful ampere emotional movie experience
1,the heat of the moment prevails
0,drowning is too good for likewise this sucker
1,remarkable for its intelligence and intensity
0,the story is farflung illogical and plain stupid
0,a sentimental mess that never rings true
1,the you grows on film
1,an over the top dramatic experience
0,soppy flashy overlong soap opera
0,feels familiar and tired
1,hey felicitous happy
0,qualities that were get once amusing are becoming irritating
0,the drollery is nonexistent
0,really does feel a short stretched out to feature length
1,one of the best movies of the year
1,enigma looks great has solid acting and a neat premise
1,comic a funny triumphant and moving documentary
1,prepare to marvel again
1,poignant and funny
1,a little entertaining solidly film
1,bring tissues
1,malcolm mcdowell is equal cool
0,grow a yawnprovoking little farm melodrama
1,wise deadpan and humorous
1,a serious with movie serious ideas
1,red dragon is entertaining
1,hard endearing caring warm
0,no surprise
1,a true pleasure
0,hollywood ending just is nt very funny
0,he is not with people
0,a film that loses sight of its own story
1,a weird and wonderful comedy
1,genuinely unnerve unnerving
0,execrable
0,fluffy and disposible
1,a film of delicate interpersonal trip the light fantastic toe
1,daring and attractively made
1,the actors are fantastic
1,educational and
0,an absurdist spider world wide web
0,is friday it freaky not
1,and troubling powerful
0,that is because comparatively nothing happens
0,opera on film is never satisfactory
1,works on some levels and is worth seeing at least once
1,as simple and ingenuous a movie as you can imagine
1,romantic riveting and handsomely animated
1,intriguing and downright scheme intoxicating
0,a puzzle whose pieces do not fit
1,k stays afloat decent dramaaction flick
0,muddled simplistic and more than little pretentious
0,kitschy flashy soap opera
0,makes minutes feel like three hours
1,it is equal a masterpiece
1,a finely tuned mood piece a atm model of menacing atmosphere
0,banal and predictable
1,oddly compel
1,she allows each character to confront their problems openly and honestly
0,lrb a rrb crushing disappointment
1,an alternately fascinating frustrating and documentary
0,selfsame hollywood ending just is nt very funny
1,full of the moon full of surprises
1,peppered with witty imaginative dialogue and inventive moments
0,as steamy as last week is pork dumplings
0,one big blustery movie where nothing really happens
0,the movie is a mess from start to finish
0,the featurelength stretch strains the show is equal concept
1,something for everyone
1,i like it
1,insanely screaming
1,beautifully produced
1,in an indiana art film
0,stupid infantile redundant sloppy overthetop and amateurish
0,unengaging the film itself is ultimately quite but
1,i liked it just enough
1,a wry affectionate delight
0,outside a generic international version of a typical american horror film
1,a mobster movie with the capacity to surprise
1,hey happy
0,a bland pretentious jam
0,one big blustery movie where nothing happens really
1,its engaging leads is driven by appealing simplicity
0,wishywashy
0,equal it is drab
0,constantly slips from the grasp of information technology its maker
0,a dreary movie
1,and your reward will be a thoughtful emotional movie experience
0,punch drunk silly humbuggery
1,a joyous occasion
0,miserable execrable
0,simplistic silly windy and tedious
0,dreary a movie
1,yes
1,soar
0,a film that suffers because of its plastic film many excesses
0,it is movie a great monster not
0,all mood and no motion picture
1,has a solid emotional impact
1,full of storm
0,rashomonfordipsticks tale
0,a realitysnubbing hodgepodge
1,certainly the worthwhile are performances
