translation,importance
"{'en': 'APPLICATION FOR APPROVAL', 'ro': 'CEREREA DE OMOLOGARE'}",0.2460961898813241
"{'en': 'State aid policy and environmental protection', 'ro': 'Politica privind ajutorul de stat și protecția mediului'}",0.2460961898813241
"{'en': 'Number of packages', 'ro': 'Numărul de pachete'}",0.2460961898813241
"{'en': 'Of precious metal', 'ro': 'Din metale prețioase'}",0.2460961898813241
"{'en': 'Rate of refund', 'ro': 'Rata de restituire'}",0.2460961898813241
"{'en': 'Sales to unrelated customers', 'ro': 'Vânzări către clienți independenți'}",0.2460961898813241
"{'en': 'Fatty acids, insoluble in petroleum ether', 'ro': 'Acizii grași insolubili în eter de petrol'}",0.2460961898813241
"{'en': 'Order nuclear groundstrike missiles', 'ro': 'Ordonă bombardarea la sol.'}",0.2460961898813241
"{'en': 'TWELVE CYLON MODELS', 'ro': '12 MODELE DE CYLON'}",0.2460961898813241
"{'en': 'Technical service responsible for approval tests …', 'ro': 'Serviciul tehnic responsabil pentru efectuarea încercărilor de omologare …'}",0.2460961898813241
"{'en': 'Propulsion engines with propeller characteristics', 'ro': 'Motoarele de propulsie cu caracteristici de elice'}",0.2460961898813241
"{'en': 'Enable Process Filtering', 'ro': 'Activează filtrarea proceselor'}",0.2460961898813241
"{'en': 'INSTRUCTIONS ON USE', 'ro': 'INSTRUCŢIUNI DE UTILIZARE'}",0.2460961898813241
"{'en': '¶ Whether I rise or fall', 'ro': '¶ Fie I crește sau scade'}",0.2417239225484072
"{'en': ""♪ that's how I feel ♪"", 'ro': '♪ Da-da ♪ Așa mă simt'}",0.2417239225484072
"{'en': '♪I will fall if you come around♪', 'ro': '¶I will fall if you come around¶'}",0.2417239225484072
"{'en': '- Katherine!', 'ro': '- Katherine!'}",0.2398500936914428
"{'en': '- Honestly?', 'ro': '- Sincer?'}",0.2398500936914428
"{'en': '- Heads.', 'ro': '- Cap.'}",0.2398500936914428
"{'en': '- Sir?', 'ro': 'D-le?'}",0.2398500936914428
"{'en': ""-lt's Lisa."", 'ro': '- E Lisa.'}",0.2398500936914428
"{'en': '- Amen.', 'ro': '- Amin.'}",0.2398500936914428
"{'en': '- Incredible.', 'ro': 'Incredibilă.'}",0.2398500936914428
"{'en': '- Oh!', 'ro': '- Este vina mea.'}",0.2398500936914428
"{'en': '- Easy.', 'ro': '- Uşurel.'}",0.2398500936914428
"{'en': '- Sorry.', 'ro': 'Zile la rând, nu vine nimeni, apoi, vin 15 oameni odată.'}",0.2398500936914428
"{'en': '- Yes?', 'ro': '- Da?'}",0.2398500936914428
"{'en': '- Right?', 'ro': '- Da...'}",0.2398500936914428
"{'en': '-..make foul.', 'ro': 'şi le transform în putreziciune.'}",0.2398500936914428
"{'en': '- Hey!', 'ro': '- Hei!'}",0.2398500936914428
"{'en': '- Later.', 'ro': '- Lasa.'}",0.2398500936914428
"{'en': '- Now?', 'ro': '- Acum?'}",0.2398500936914428
"{'en': '- Because.', 'ro': '- Aşa.'}",0.2398500936914428
"{'en': '- Thanks.', 'ro': '- Multam.'}",0.2398500936914428
"{'en': '-Here, Dad.', 'ro': '-Uite,tata.'}",0.2398500936914428
"{'en': '- Yeah?', 'ro': '- Da?'}",0.2398500936914428
"{'en': '- Softly.', 'ro': 'Încet.'}",0.2398500936914428
"{'en': '- Hey.', 'ro': '- De ce.'}",0.2398500936914428
"{'en': '- Bastard.', 'ro': 'Nenorocitule!'}",0.2398500936914428
"{'en': '(Whispering): Yeah.', 'ro': 'Da.'}",0.2398500936914428
"{'en': '- Ticktock.', 'ro': 'Tic-tac.'}",0.2398500936914428
"{'en': '- Felix.', 'ro': '- Felix.'}",0.2398500936914428
"{'en': '- Kiko.', 'ro': '- Kiko.'}",0.2398500936914428
"{'en': '- But...', 'ro': '- Dar...'}",0.2398500936914428
"{'en': '- Seven.', 'ro': '- Sapte.'}",0.2398500936914428
"{'en': '- Hydrogen.', 'ro': '- Hidrogen.'}",0.2398500936914428
"{'en': '- Ah!', 'ro': '- Ah!'}",0.2398500936914428
"{'en': '- Yep.', 'ro': '- Da .'}",0.2398500936914428
"{'en': '- Whoa!', 'ro': '-whoa!'}",0.2398500936914428
"{'en': '- Okay.', 'ro': '- Bun.'}",0.2398500936914428
"{'en': '- Toby.', 'ro': '- Toby.'}",0.2398500936914428
"{'en': '- Bastard.', 'ro': '- Nenorocitule!'}",0.2398500936914428
"{'en': '- Okay.', 'ro': '- Okay.'}",0.2398500936914428
"{'en': '- Problem?', 'ro': '- Probleme?'}",0.2398500936914428
"{'en': '- Wilma.', 'ro': '- Wilma.'}",0.2398500936914428
"{'en': '- Wow.', 'ro': '- Oau.'}",0.2398500936914428
"{'en': '- Why?', 'ro': '- De ce?'}",0.2398500936914428
"{'en': '- £100,000!', 'ro': '- 100000 lire !'}",0.2398500936914428
"{'en': '- Working.', 'ro': 'Afirmativ.'}",0.2398500936914428
"{'en': '- Okay?', 'ro': '- Bine?'}",0.2398500936914428
"{'en': '- Why?', 'ro': '- De ce?'}",0.2398500936914428
"{'en': '- Cowards!', 'ro': '- Laşii !'}",0.2398500936914428
"{'en': '""Dear Al...', 'ro': '""Dragă Al...'}",0.2398500936914428
"{'en': '- Go!', 'ro': '- Sari!'}",0.2398500936914428
"{'en': '- Plenty.', 'ro': '- Plenty.'}",0.2398500936914428
"{'en': '- Dinger?', 'ro': 'Dinger?'}",0.2398500936914428
"{'en': '-Go ahead.', 'ro': '- Du-te.'}",0.2398500936914428
"{'en': '- Why?', 'ro': '- De ce?'}",0.2398500936914428
"{'en': '- Him.', 'ro': 'El.'}",0.2398500936914428
"{'en': '- Monsieur.', 'ro': 'Domnule...'}",0.2398500936914428
"{'en': '- Bravo.', 'ro': 'Bravo.'}",0.2398500936914428
"{'en': '-Uh-huh.', 'ro': 'Mărime gigant.'}",0.2398500936914428
"{'en': '- Well?', 'ro': '- Ei?'}",0.2398500936914428
"{'en': '- Angheliu.', 'ro': 'Familia Angheliu.'}",0.2398500936914428
"{'en': '- Ready?', 'ro': '- Sunteţi gata ?'}",0.2398500936914428
"{'en': '- And...', 'ro': '- Și...'}",0.2398500936914428
"{'en': '- Yeah?', 'ro': '- Da?'}",0.2398500936914428
"{'en': '- Bryan.', 'ro': '- Bryan!'}",0.2398500936914428
"{'en': '- Okay.', 'ro': '-În regulă.'}",0.2398500936914428
"{'en': '(Screams) Bobby!', 'ro': 'Bobby!'}",0.2398500936914428
"{'en': '- And?', 'ro': '- Si?'}",0.2398500936914428
"{'en': '- Poland.', 'ro': '- În Polonia.'}",0.2398500936914428
"{'en': '- Dad!', 'ro': '- Tata!'}",0.2398500936914428
"{'en': '- 215.', 'ro': '- 215.'}",0.2398500936914428
"{'en': '- Now?', 'ro': 'Acum?'}",0.2398500936914428
"{'en': '- YEAH.', 'ro': '- Da.'}",0.2398500936914428
"{'en': '- Yeah?', 'ro': '- DA.'}",0.2398500936914428
"{'en': '- Sorry.', 'ro': '- Iartă-mă.'}",0.2398500936914428
"{'en': '- Shh.', 'ro': '- Sst.'}",0.2398500936914428
"{'en': '-You eating?', 'ro': '- Ai mâncat? - Da. Tu?'}",0.2398500936914428
"{'en': '- Exactly.', 'ro': '- Exact.'}",0.2398500936914428
