text,importance,label
there are cheesy backdrops  ridiculous action sequences  and many tired jokes about men in heels,0.0177098042289232,0
a wishywashy melodramatic movie that shows us plenty of sturm und drung  but explains its characters  decisions only unsatisfactorily,0.018518753364122,0
frankly  it is kind of insulting  both to men and women,0.0072428511082747,0
it is messy  uncouth  incomprehensible  vicious and absurd,0.0759228128434777,0
get out your pooperscoopers,0.1492909287751713,0
totally overwrought  deeply biased  and wholly designed to make you feel guilty about ignoring what the filmmakers clearly believe are the greatest musicians of all time,-0.038777945989845,0
unfortunately  it is also not very good,0.1663346465512134,0
mr goyer is loose  unaccountable direction is technically sophisticated in the worst way,0.0050801843321944,0
a cheap  ludicrous attempt at serious horror,0.0671288625751616,0
with little visible talent and no energy  colin hanks is in bad need of major acting lessons and maybe a little coffee,0.0093380620715669,0
very stupid and annoying,0.0853392979307566,0
but one thing is for sure  it never comes close to being either funny or scary,-0.076497504632771,0
the film is lack of personality permeates all its aspects  from the tv movieesque  affected child acting to the dullest irish pub scenes ever filmed,0.0165446782188169,0
unbearably lame,0.0126146960546145,0
strong filmmaking requires a clear sense of purpose  and in that ohsoimportant category  the four feathers comes up short,-0.0825449436719021,0
once the expectation of laughter has been quashed by whatever obscenity is at hand  even the funniest idea is nt funny,0.0287510627285698,0
if hill is nt quite his generation is don siegel lrb or robert aldrich rrb  it is because there is no discernible feeling beneath the chest hair  it is all bluster and clich,-0.021870416476919,0
irritating soulsearching garbage,0.1153847269330592,0
should nt have been allowed to use the word  new  in its title  because there is not an original character  siuation or joke in the entire movie,-0.0446937698172836,0
the pacing is deadly  the narration helps little and naipaul  a juicy writer  is negated,0.0241577530980893,0
ozpetek offers an aids subtext  skims over the realities of gay sex  and presents yet another tired old vision of the gay community as an allinclusive world where uptight  middle class bores like antonia can feel good about themselves,0.0042541434592734,0
makes a joke out of car chases for an hour and then gives us half an hour of car chases,-0.0107413757331781,0
this flat run at a hiphop tootsie is so poorly paced you could fit all of pootie tang in between its punchlines,0.0243205790110375,0
it is pauly shore awful,0.1141769590435334,0
an awful movie that will only satisfy the most emotionally malleable of filmgoers,0.0685597016681764,0
a depraved  incoherent  instantly disposable piece of hackery,0.0522599351607197,0
a word of advice to the makers of the singles ward  celebrity cameos do not automatically equal laughs,-0.0071838034878017,0
lrb a rrb crushing disappointment,0.0157671115567457,0
the film desperately sinks further and further into comedy futility,-0.0195169155935693,0
spreads itself too thin  leaving these actors  as well as the members of the commune  short of profound characterizations,-0.0020063779057576,0
it is also curious to note that this film  like the similarly illtimed antitrust  is easily as bad at a fraction the budget,-0.0195890804239256,0
a movie version of a paintbynumbers picture,-0.0322594839286278,0
an incredibly irritating comedy about thoroughly vacuous people  manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy,0.0123662679556868,0
the jokes are sophomoric  stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious,0.0138578682621949,0
nothing about this movie works,0.1275988041599725,0
no amount of burning  blasting  stabbing  and shooting can hide a weak script,-0.0762541327486937,0
sheridan is take on the author is schoolboy memoir  is a rather toothless take on a hard young life,-0.0037741556374202,0
the appeal of the vulgar  sexist  racist humour went over my head or  considering just how low brow it is  perhaps it snuck under my feet,-0.0038472207146034,0
as david letterman and the onion have proven  the worst of tragedies can be fertile sources of humor  but lawrence has only a fleeting grasp of how to develop them,-0.0548916296549159,0
an incoherent jumble of a film that is rarely as entertaining as it could have been,-0.0263818791791731,0
skip the film and buy the philip glass soundtrack cd,-0.0121090271123,0
staggeringly dreadful romance,-0.021900654664959,0
boy  has this franchise ever run out of gas,-0.0067014516376359,0
a complete shambles of a movie so sloppy  so uneven  so damn unpleasant that i ca nt believe any viewer  young or old  would have a good time here,0.0431682483895418,0
i ca nt begin to tell you how tedious  how resolutely unamusing  how thoroughly unrewarding all of this is  and what a reckless squandering of four fine acting talents,-0.0014910919971316,0
the film is so busy making reference to other films and trying to be other films that it fails to have a heart  mind or humor of its own,-0.0592450440313772,0
we ca nt accuse kung pow for misfiring  since it is exactly what it wants to be  an atrociously  mindnumbingly  indescribably bad movie,0.0211831857611805,0
what we have is a character faced with the possibility that her life is meaningless  vapid and devoid of substance  in a movie that is definitely meaningless  vapid and devoid of substance,-0.0056245878525171,0
this long and relentlessly saccharine film is a clear case of preaching to the converted,-0.0192665199888943,0
the problem is the needlessly poor quality of its archival prints and film footage,0.0119906223963641,0
i d rather watch a rerun of the powerpuff girls,-0.0789004540727431,0
a movie that  quite simply  should nt have been made,0.0228828289849935,0
dull  a roadtrip movie that is surprisingly short of both adventure and song,0.0912071470040074,0
in that setting  their struggle is simply too ludicrous and borderline insulting,0.0550571373633715,0
highly uneven and inconsistent  margarita happy hour kinda resembles the el cheapo margaritas served within,0.0109025975120768,0
the story is pathetic and the gags are puerile,0.0588614718543956,0
a woefully dull  redundant concept that bears more than a whiff of exploitation  despite iwai is vaunted empathy,-0.0055844210356156,0
execrable,0.1610282708508714,0
from the choppy editing to the annoying score to  special effects  by way of replacing objects in a character is hands below the camera line   besotted  is misbegotten,-0.0110873820809245,0
an extremely unpleasant film,0.1612896394490125,0
boring and meandering,0.0356477063128206,0
a rumor of angels does nt just slip  it avalanches into forced fuzziness,0.0468586129313197,0
the country bears wastes an exceptionally good idea,-0.0093466138522985,0
in comparison to his earlier films it seems a disappointingly thin slice of lowerclass london life  despite the title  amounts to surprisingly little,-0.0635197162908312,0
what remains is a variant of the nincompoop benigni persona  here a more annoying  though less angry version of the irresponsible sandlerian manchild  undercut by the voice of the star of road trip,-0.0341106878775468,0
whether jason x is this bad on purpose is never clear,0.1057106942717716,0
sorority boys  which is as bad at it is cruel  takes every potential laugh and stilettostomps the life out of it,0.0300284791722767,0
