label,text
2,bearable
3,a genuine mindbender
4,tied better than the first one
2,worth its once but seeing charm quickly fades
1,it is just not very smart
1,a plethoric muddy psychological thriller rife with miscalculations
2,film end to end ca nt quite maintain its initial momentum but remains sporadically funny throughout
3,a weird arresting little bait
0,rather pity anyone who sees this mishmash
0,the most horrific movie experience i ve had since ca nt stop the music
0,an unfortunate title for a film that has nothing endearing about it
1,it just does nt have anything really interesting to information technology say
2,if mr zhang is subject matter is to some roughly degree at least quintessentially american mister his approach to storytelling might be called iranian
3,is it a likable story told with competence
2,anyone else catch this before
1,better deserve both
1,average atomic number at best i m afraid
3,the film reminds wedding of a vastly improved germanic version of my big fat greek me with better characters some genuine of and at least a measure quirkiness style
2,eric byler is pic avoids easy sentiments and
3,a delightful stimulus for the optic nervousness so practically that it is forgivable that the plot feels like every other tale of a totalitarian tomorrow
4,kids should have a stirring time at this beautifully drawn movie
3,there is a spontaneity to the chateau a sense of lightheartedness that makes it group a attractive throughout
3,this charming but slight tale has warmth wit and interesting characters compassionately portrayed
3,an absorbing and psychological unsettling drama
3,interesting both as a historical study and story a tragic love as
0,sluggish tonally torpid uneven
2,earnest and tentative even when it aims to shock
1,too slow for a younger crowd too shallow for an older one
1,hollywood ending just is nt very funny
0,lazy miserable and scummy smug
2,the s rebellion was misdirected you ca nt fight your culture
3,psychologically revealing
0,this mess of a movie is nothing short of a travesty of a transvestite comedy
4,sweetly sexy funny and touching
1,do national trust say you were national trust warned
3,sinewy troubling and powerful
0,the worst film of the year
0,execrable
1,it is not too much of anything
3,never once predictable
1,an absurdist spider network web
4,it is a very valuable plastic film
4,from results is the best performance what either in years
3,neatly constructed thriller
2,in some way lagaan is quintessential bollywood
3,director peter kosminsky gives these women a forum to demonstrate their acting advantage and they take full chops
3,vivacious witty vibrant and intelligent
2,alas another breathless movie about same
3,study that works
2,a film that clearly means to preach exclusively to the converted
4,a heartbreakingly thoughtful minor classic the work of a genuine and singular artist
3,is is performance hoffman authentic to the core of his being
2,a biopic about crane is life in the classic tradition but evolves into what most has become of us all in the germinate era of video
2,whether you like it or not is basically a matter of taste
4,beautiful to watch and holds a certain charm
4,a poignant clowning comedy that offers food for thought
1,opera on film is neer satisfactory
1,opening up let the play more has partly closed it down
0,the all the halloween is this is of most visually unappealing
2,it is fitfully funny but never really takes off
2,though haynes style apes films from the period its message is not rooted in that decade
0,to be influenced chiefly by humanity is greatest shame reality shows reality shows for god is sake
3,hard to resist
2,it does give you a peek
2,wiseman reveals the victims of domestic abuse in all of their pity and holy terror
0,it is nt quite one of the worst movies of the year
1,the problem with all of this it is not really mirthful
1,much like robin a good deal williams death to smoochy has already reached its expiration date
4,marvelously entertaining and deliriously joyous documentary
1,who cares rrb
1,dusty futile scenario
3,i loved the of this
0,major a waste generic
2,but
0,so bland utterly forgettable that it might as well have been titled generic jennifer lopez romantic comedy
1,an ugly revolting movie
1,concern never inspires more than an interested detachment
3,a flick about our infantilized culture that is nt entirely infantile
2,boy oh boy it is a howler
4,it is a masterpiece
2,merci pour le movie
4,a gripping drama
3,a weird arresting little ride
4,it is sweet funny charming and completely delightful
4,his work is actors with particularly impressive
2,the respective charms steer of sandra bullock and hugh grant have worn threadbare
4,a fascinating documentary that provides a holistic and revealing overview of this ancient rounded healing system
1,it movie not a great monster is
3,quitting offers piercing domestic drama with spikes of sly humor
2,they missed the boat
0,a bad movie that happened to good actors
3,the sentimental otherwise mar an cliches excellent film
2,the innocence of holiday cheer ai nt what it used to be
1,who cares rrb
4,nicholson is understated performance is wonderful
4,unpretentious charming quirky original
2,is amusing for about three
1,opera on film is never satisfactory
1,all mood no and movie
1,ararat report like a book feels
3,a good documentary can make interesting a subject group a you thought would leave you cold
3,the story is a rather simplistic one grief drives her love drives him and a second chance to find love in the most unlikely place it struck a chord in me
3,quietly take
4,steven spielberg steven spielberg brings us another masterpiece
2,hardly
1,this is not an easy film
3,both damning and damned compelling
3,a chilling movie al gore without oppressive gore
3,an enjoyable above average summer digression
4,even better than the first one
3,she allows each character to confront their problems openly and
3,effective suitably anonymous chiller
4,an exceptionally acted associate in nursing quietly affecting cop drama
1,a movie forget to
1,anemic pretentious
0,you can practically hear george eric blair turning over
1,too predictably in fact
4,enticing and often funny documentary
1,no thank
1,too much power not enough puff
3,a comedy that swings and jostles to the rhythms of life story
1,what is worse is that pelosi knows it
2,humorous artsy and way cute in an offkilter dark vaguely disturbing even
0,dull song roadtrip movie that is surprisingly short of both adventure and a
1,too silly to seriously take
3,yayas everywhere will forgive the flaws and love the film
2,troll the cult section of your local deal store for the real video
1,indiana too predictably in fact
4,sweet and memorable film
1,grant steer is nt cary and bullock is nt katherine
3,it is definitely a step in the right direction
2,samuel beckett applied to the iranian ballot process
1,but it was national trust
1,shoal
1,decent but dull
3,poetic heartbreaking
3,able to provide insight into a fascinating part of theater history
1,the results are far more alienating than involving
1,feels like a cold old man the through going motions
4,the movie is a of delights
3,fontaine masterfully creates a portrait of two strong men in conflict inextricably entwined through family history each seeing himself in the other neither liking what he sees
0,ah yes that would be me fighting off the urge to doze
1,but it is hardly a necessary enterprise
4,exciting and charge up wellpaced
3,intimate birds eye and panoramic
4,better effects better acting and a hilarious kenneth branagh
3,there is a part of us that can not help be entertained by the sight of someone getting away with something
2,ruhroh
3,a hypnotic portrait of this sad compulsive life
1,nothing happens and it happens to flat characters
1,nothing happens and it happens to flat characters
3,laborious to resist
1,who concern rrb
3,offers an interesting look at the rapidly changing face of beijing
3,trapped presents a frightening and compelling if
2,or intelligent
3,the story plays out characters but the slowly are intriguing and realistic
0,yes i have given this movie a rating of zero
4,it is a smartly directed grownup film of ideas
4,if you re a comic fan you ca nt miss it
3,there is enough cool fun warm to here the hearts of animation enthusiasts of all ages
2,into scrooge
3,a manically christmas generous vaudeville
2,the date movie that franz kafka would have made
1,feral and uncomfortable
3,cage makes an unusual but enjoyably haunting debut behind the camera
3,and yet placid it still works
3,it is philosophy illustrated through everyday result
4,remarkable singular for its intelligence and intensity
1,stress silent
1,it is like a driveby
2,if you do nt jape flee
0,and it is not that funny which personify is just generally insulting
3,there is enough cool fun here to warm the partizan hearts of animation enthusiasts of all ages
1,it has become ostensible that the franchise is best years are long past
3,about moving essay a the specter of death especially suicide
1,it is not an easy one to review
4,exciting documental documentary
3,it is philosophy illustrated through everyday events
4,jones has entertaining a solidly delivered and moving family drama
2,weird vulgar comedy that is definitely an acquired taste
0,and underrehearsed lifeless
0,a pretentious mess hall
1,it is not too much of anything
2,come out it is not a film to be taken literally on any level but its focus always appears questionable
2,mild teen meandering flick
2,witless but watchable
3,this is a visually stunning rumination on love memory history and the war between art and commerce
2,not as good as the original but what is
0,hatred it because it is lousy
3,ice age wo nt drop your jaw but it will warm your heart and i m giving it a strong thumbs up
2,despite the pyrotechnics narc is strictly by the book
4,a very charming and movie funny
3,interesting both as a historical study and as a tragic love story
1,but seriously folks it does nt work
3,there is enough cool fun here to warm the hearts of animation enthusiasts of all ages
1,never than more inspires an interested detachment
1,what a pity that the material is so secondrate
3,the hypnotic imagery and fragmentary tale explore the connections between place and personal identity
1,personify it is drab
2,or for the year for that matter
1,too much power not enough puff
1,anaemic anemic pretentious
4,this is a superior revulsion flick
4,it is masterpeice
3,the humor and balance of monsoon wedding are in perfect humanity
0,yes i have given this movie a pic rating of zero
3,they are what makes it worth the trip to the theatre
2,courtney chases stuart with a cell phone
3,when it is this rich and luscious who cares
3,a living testament the power of eccentric the
2,it is another retelling of dumas classic
3,interesting and thoroughly unfaithful version of carmen
2,arnold hey
1,nevertheless it still seems endless
1,i did fascination find much nt in the swinging
1,too likewise bad
1,personify this is nt a movie it is a symptom
3,quite
3,story is a rather simplistic one grief drives her love drives him and a second chance to find love in the most unlikely place it chord in me
4,the performances are an absolute joy
3,and it sees those relationships including that between the son and his wife and the wife and the father and between the two brothers with incredible subtlety and acumen
1,no surprises
4,farsighted this is the best star trek movie in a long time
1,an unsuccessful attempt at a movie of ideas
2,acting can not be acted
