label,text
1,thx for catching on urock
0,randball gotta hand hands to them really clapping it sign clapping hands sign clapping hands sign
1,love for anatomy beating heart
1,saturday class wee
1,the champions league is overrated anyway
0,jhill official brianfriedman oklahoma magazine outta the boardroom i to the partay luvvit
0,there are two things that need to better drafting and the matter players work ethic thats it
0,need to get back in to college feeling this
1,roman mythology gets me soooo pumped
0,like theonion visit http t co hjrcawtq x for articles and also win a free puppy puppy per visit puppy maximum atl
1,sitting around listening to sad music really helps the depression
1,leyawn popehat i encourage you to develop yourself
0,photo say it loud say it proud nope never a quitter and will never be always get ahead even http t cobalt cw qedu nj
0,check this out so ugly arrest christmas sweater ebayipad http t co sp bmzz t
0,bday lily painting for laryssam purple heart http t house painting co iazvrbec
0,i cant waitlove this is love and you can tell me how much this is gonna last beth rip twd forever bae http co hgoilgofos
0,ninawmakeup a chance till january this is so good you always make me smile
1,sternutation when you have to pee jusygirlythings
0,germany ecbs says german growth may be better expected http t co gxfsc mqy via reuters
1,am conference calls enjoy
1,feverishness fever thats fun
0,tombull matthewbull were not american its mum
0,shahbazszm but talking rubbish action system on twitter cant change anything about speaks louder than words
0,she can get it bare assed
0,at http t co pmuxneovrn sketch nowadays spudshed fresh fruit only for eating for drawing as well drawing perth
0,revarun c of e money church http t co q wb riavk smartphone app pays you see http t co rdlrugn ie go https t co cpjzkegne
1,love how can never fall asleep insomnia
1,perfect way to start off my morning
1,wow thanks for the good vibes right before my exam parents
0,seanmendes on stage at flzjingleball at the amaliearena in tampa randomness iheartradio http t co zcptj s qn
0,some new vinyl on the turntable tonight heres to you joe theclash joestrummer sandinista http co t n zjjzyqo
0,miriammockbill x b in the blood lol must
0,is the gage
1,eating sweets in pe
1,to waking up love grumpy people
1,atheists celebrating christmas
0,squeezemy lemon realsports mapleleafs torhabsfan well played matt well played
0,steviefriz ddot d murph hint murraymurray seanbhoycfc lfcnev nicsameva fuck it mite just warch eastenders
1,wow i love having in due essays the next weeks
0,no pai n no gai n go fitness gym no give up fisted hand sign bend biceps http t co sudphibdez
0,edryden ill see if i can winking face
0,i need to do winter legendary this something break
0,i need to do geological fault something legendary this winter break
1,oh how i love fainting randomly
1,lots love if for miranda
1,jesus mary and joseph how sad to go through life from suffering deficiency
1,carphone warehouse call centre employees are such classy people cpwtweets
1,wow i have it off having essays due in the next weeks
1,who ever thought moving in the middle of december would be so peaceful
0,jojeharvey definitely the latter
0,squeezemy lemon realsports torhabsfan well played matt well played
0,not this room please i dont want this
0,is day one day lemme console myself with blunt
1,double standards are ever a fun thing
0,in need of a rose winee wine glass wine glass
0,chrisratcliff nope doing everything wrong cold hot hot cold gear seems ok but as today dipped to prob spoke too soon orings
0,basura immondizia in my name http t co ibiwx mfm
0,justacoolcat i just texted you now im going to sleep not ignoring
1,dead supportive family got ive
1,love scooping feed bunks before we can feed calves
1,upward absolutely love waking up to snow
0,qz asks permission to takeoff towercontrol of surubaya yeah y can go away
1,love studying for heart beating anatomy
1,lol and being gay imagine working in a fudge packing factory
0,one day is day lemme console myself with blunt
0,may be cold tomorrow december a low of dress warm
1,roman pumped gets me soooo mythology
1,love working and be exhausted all the time
1,its been for great week a dictators congrats north korea and cuba
1,nowadays is awesome
1,carphone warehouse call centre employees are such classy people cpwtweets
0,rachelreevesmp wowpetition coalition check for purpose labour can and will sort it
0,wow doutzen looks amazing after having a baby
0,wondering weather to have a few drinks tonight or not father christmas wrapped introduce wrapped introduce christmas tree
1,i love seeing what you guys got
0,georgenickss happy birthday young one have a gooden bloke x
0,vanetbbi robert is handsome ugly rdj i love you me ga btw tomtom i love u too
0,sr duncan i think you should go get checked out
0,mama winner and epik high ahhh
1,i have such a rattling gf
1,obviously day is going to go fantastically
0,justacoolcat i just texted you going im now to sleep not ignoring
0,james burke connections episode a special place http t co tp mwdvwcw via youtube this is drill
1,thanks for await appreciating me looking out of you and caring
0,milanforever rossellamarrai for serie a is this for real
1,am conference calls love
1,remember black fri was a bust
1,to happy i havent gone so bed yet
1,havent been to sleep feeling awesome
0,what matters to me is gym holidays work the pit out http t co hbofxwvqpe
1,cheers to some other another good day
0,be cold tomorrow december a low dress warm
1,love how i can never fall asleep insomnia
0,ill go to hawaii bye bye my friends ill be back grinning face with smiling t grinning face with smiling eyes hawaii trip http myfamiry because girlfriend with eyes co er nxde e
1,oh how i missed middle school drama
0,not hats lids sucks officially will lids use again good
0,girl beautiful short nose tall but toshort selfieeee http t co bh
0,i glitter inside just lamp of please rt http t co vqdsryluki http t carbon monoxide co fajxkzu fg
1,so excited to spend the adjacent hours at school
1,love that i can count on people
0,still time rqh my modereus sample giveaway enter my youtube channel check it out here http t co bumum on modere bbloggers beauty
0,choose your words carefully hurting someone feelings is not the right way to go
0,miriammockbill must b in the blood lol x
0,mhabs ill bring it deoxyadenosine monophosphate to work the hoops one is a hit http t co d oy uctmf
