label,text
0,shallow
0,"shallow
"
0,"shallow
"
0,I wanted more.
0,"i wanted more
"
0,"i wanted more
"
0,disturbing
0,"disturbing
"
0,"disturbing
"
0,Both deserve better
0,"both deserve better
"
0,"both deserve better
"
0,was made that
0,"been there done that
"
0,"been there done that
"
0,how inept serves sara
0,"how inept is serving sara
"
0,"how inept is serving sara
"
0,translation we don't need to try very hard
0,"translation   we do nt need to try very hard
"
0,"translation   we do nt need to try very hard
"
0,intoxicating and ultimately tragic
0,"thoroughly engrossing and ultimately tragic
"
0,"thoroughly engrossing and ultimately tragic
"
0,imperfect
0,"imperfect
"
0,"imperfect
"
0,more intellectually frightening than dramatically implying
0,"more intellectually scary than dramatically involving
"
0,"more intellectually scary than dramatically involving
"
0,the film is finally as inspiring as a brand card
0,"the film is ultimately about as inspiring as a hallmark card
"
0,"the film is ultimately about as inspiring as a hallmark card
"
0,More trifle than triumph
0,"more trifle than triumph
"
0,"more trifle than triumph
"
0,the film can depress you on life itself
0,"the film can depress you about life itself
"
0,"the film can depress you about life itself
"
0,he seems to want both but succeeds in doing neither
0,"he seems to want both  but succeeds in making neither
"
0,"he seems to want both  but succeeds in making neither
"
0,Run for your lives
0,"run for your lives
"
0,"run for your lives
"
0,But there's plenty to offend everyone.
0,"but there is plenty to offend everyone
"
0,"but there is plenty to offend everyone
"
0,death could be a liberation
0,"death might be a release
"
0,"death might be a release
"
0,We've got the comedy we're setting up for.
0,"we get the comedy we settle for
"
0,"we get the comedy we settle for
"
0,the film is as deep as that feeling
0,"the movie is about as deep as that sentiment
"
0,"the movie is about as deep as that sentiment
"
0,meriting its critical reaction and even more
0,"deserving of its critical backlash and more
"
0,"deserving of its critical backlash and more
"
0,a thriller less than a thriller
0,"a lessthanthrilling thriller
"
0,"a lessthanthrilling thriller
"
0,It's just painful.
0,"it is that painful
"
0,"it is that painful
"
0,"Everything is serious, serious poetic and sadly dull"
0,"everything is serious  poetic  earnest and  sadly  dull
"
0,"everything is serious  poetic  earnest and  sadly  dull
"
0,a devastating accusation of unbridled greed and materialism
0,"a devastating indictment of unbridled greed and materalism
"
0,"a devastating indictment of unbridled greed and materalism
"
0,the cumulative effect of the film is disgusting and depressing
0,"the cumulative effect of the movie is repulsive and depressing
"
0,"the cumulative effect of the movie is repulsive and depressing
"
0,hiphop rarely comes alive as its own fire breath organism in this image
0,"hiphop rarely comes alive as its own firebreathing entity in this picture
"
0,"hiphop rarely comes alive as its own firebreathing entity in this picture
"
0,a selection of scenes in search of a film
0,"a selection of scenes in search of a movie
"
0,"a selection of scenes in search of a movie
"
0,a singularly offensive romantic comedy
0,"a singularly offputting romantic comedy
"
0,"a singularly offputting romantic comedy
"
0,I didn't laugh.
0,"i did nt laugh
"
0,"i did nt laugh
"
0,The European Union's economic and social policy
0,"cinematic poo
"
0,"cinematic poo
"
0,has all the scenic appeal of an access pool
0,"has all the scenic appeal of a cesspool
"
0,"has all the scenic appeal of a cesspool
"
0,this showtime arduously unpunished deserves crochet
0,"this strenuously unfunny showtime deserves the hook
"
0,"this strenuously unfunny showtime deserves the hook
"
0,Stay away from me.
0,"stay away
"
0,"stay away
"
0,a rot exercise in animation and narration
0,"a rote exercise in both animation and storytelling
"
0,"a rote exercise in both animation and storytelling
"
0,hockey art house pretension
0,"hokey art house pretension
"
0,"hokey art house pretension
"
0,a nourishing film
0,"an infuriating film
"
0,"an infuriating film
"
0,a machiné but finally delusional hollow
0,"a cleverly crafted but ultimately hollow mockumentary
"
0,"a cleverly crafted but ultimately hollow mockumentary
"
0,worthy of the gong
0,"worthy of the gong
"
0,"worthy of the gong
"
0,A wasteful opportunity
0,"aan opportunity wasted
"
0,"aan opportunity wasted
"
0,pretty much everything sucks but has a fun time or two
0,"pretty much sucks  but has a funny moment or two
"
0,"pretty much sucks  but has a funny moment or two
"
0,sex is one of those movies that aims to confuse
0,"sex is one of those films that aims to confuse
"
0,"sex is one of those films that aims to confuse
"
0,These are lives of books of quiet despair
0,"these are textbook lives of quiet desperation
"
0,"these are textbook lives of quiet desperation
"
0,"Well, this movie proves you're both wrong."
0,"well  this movie proves you wrong on both counts
"
0,"well  this movie proves you wrong on both counts
"
0,I didn't find much fascination in the swinging
0,"i did nt find much fascination in the swinging
"
0,"i did nt find much fascination in the swinging
"
0,"However, I stay with the stage versions that bite cleaner and deeper"
0,"i ll stay with the stage versions  however  which bite cleaner  and deeper
"
0,"i ll stay with the stage versions  however  which bite cleaner  and deeper
"
0,a mute monster
0,"a muted freakout
"
0,"a muted freakout
"
0,a documentary to make the stones as shameful as they are frightening
0,"a documentary to make the stones weep  as shameful as it is scary
"
0,"a documentary to make the stones weep  as shameful as it is scary
"
0,Video games are more involved than this mess
0,"video games are more involving than this mess
"
0,"video games are more involving than this mess
"
0,the film does not generate much energy
0,"the movie does nt generate a lot of energy
"
0,"the movie does nt generate a lot of energy
"
0,you can almost hear George or turn around
0,"you can practically hear george orwell turning over
"
0,"you can practically hear george orwell turning over
"
0,Why?
0,"why
"
0,"why
"
0,Imagine Susan falling in love with the warrior stern
0,"imagine susan sontag falling in love with howard stern
"
0,"imagine susan sontag falling in love with howard stern
"
0,He's working as a tale.
0,"it labours as storytelling
"
0,"it labours as storytelling
"
0,can puzzle his most ardent fans
0,"may puzzle his most ardent fans
"
0,"may puzzle his most ardent fans
"
0,quick hack work
0,"brisk hack job
"
0,"brisk hack job
"
0,a thriller without a lot of strong sensations
0,"a thriller without a lot of thrills
"
0,"a thriller without a lot of thrills
"
0,he thinks that the film is just as much a document on him as on the subject
0,"he thinks the film is just as much a document about him as it is about the subject
"
0,"he thinks the film is just as much a document about him as it is about the subject
"
0,It does however deliver almost enough of the show is brand style and flash
0,"he does nt  however  deliver nearly enough of the show is trademark style and flash
"
0,"he does nt  however  deliver nearly enough of the show is trademark style and flash
"
0,an inexperienced director mehta has a lot to learn
0,"an inexperienced director  mehta has much to learn
"
0,"an inexperienced director  mehta has much to learn
"
0,the yaya is a lot of secrets and one is the books are better
0,"the yaya is have many secrets and one is  the books are better
"
0,"the yaya is have many secrets and one is  the books are better
"
0,but he doesn't leave you with many
0,"but it does nt leave you with much
"
0,"but it does nt leave you with much
"
0,has all the complexity and realistic human behavior of a general hospital episode
0,"has all the complexity and realistic human behavior of an episode of general hospital
"
0,"has all the complexity and realistic human behavior of an episode of general hospital
"
0,a dramatic comedy as pleasantly dishonest and pat as any Hollywood fluff
0,"a dramatic comedy as pleasantly dishonest and pat as any hollywood fluff
"
0,"a dramatic comedy as pleasantly dishonest and pat as any hollywood fluff
"
0,kids only mind crap movies as much as adults provided there are a lot of cute and clumsy animals
0,"kids do nt mind crappy movies as much as adults  provided there is lots of cute animals and clumsy people
"
0,"kids do nt mind crappy movies as much as adults  provided there is lots of cute animals and clumsy people
"
0,a portrait of alienation so perfect that it will certainly manage to alienate most viewers
0,"a portrait of alienation so perfect  it will certainly succeed in alienating most viewers
"
0,"a portrait of alienation so perfect  it will certainly succeed in alienating most viewers
"
0,But first you have to give the public a reason to want to put for this effort
0,"but first  you have to give the audience a reason to want to put for that effort
"
0,"but first  you have to give the audience a reason to want to put for that effort
"
0,the film is pretty much as humorous as watching your favorite animal bury alive
0,"the movie is about as humorous as watching your favorite pet get buried alive
"
0,"the movie is about as humorous as watching your favorite pet get buried alive
"
0,Paul Cox needed to show it
0,"paul cox needed to show it
"
0,"paul cox needed to show it
"
0,Try to be so weird and funny that the strain is too obvious
0,"tries so hard to be quirky and funny that the strain is all too evident
"
0,"tries so hard to be quirky and funny that the strain is all too evident
"
0,It's his first sign of boredom.
0,"that is its first sign of trouble
"
0,"that is its first sign of trouble
"
0,the final verdict you've seen before
0,"final verdict  you ve seen it all before
"
0,"final verdict  you ve seen it all before
"
0,Lazy and lazy
0,"lazy  miserable and smug
"
0,"lazy  miserable and smug
"
0,He wears his heart on the sleeve of his Hawaiian Gaudy shirt
0,"it wears its heart on the sleeve of its gaudy hawaiian shirt
"
0,"it wears its heart on the sleeve of its gaudy hawaiian shirt
"
0,if only he had the story to match
0,"if only it had the story to match
"
0,"if only it had the story to match
"
0,shrewd but useless
0,"shrewd but pointless
"
0,"shrewd but pointless
"
0,"If I want music, I'll buy the soundtrack."
0,"if i want music  i ll buy the soundtrack
"
0,"if i want music  i ll buy the soundtrack
"
0,the title alone should scare any sane person away
0,"the title  alone  should scare any sane person away
"
0,"the title  alone  should scare any sane person away
"
0,the audacity to see a shakespeare is better known tragedies as a dark comedy is by itself deserving of discussion
0,"the audacity to view one of shakespeare is better known tragedies as a dark comedy is  by itself  deserving of discussion
"
0,"the audacity to view one of shakespeare is better known tragedies as a dark comedy is  by itself  deserving of discussion
"
0,It's getting old fast.
0,"it gets old quickly
"
0,"it gets old quickly
"
0,a high-end snoozer
0,"a highminded snoozer
"
0,"a highminded snoozer
"
0,"If it's cinema, I promise allegiance to cagne and lace."
0,"if this is cinema  i pledge allegiance to cagney and lacey
"
0,"if this is cinema  i pledge allegiance to cagney and lacey
"
0,a brutally dry satire of the average American numbness
0,"a brutally dry satire of middle american numbness
"
0,"a brutally dry satire of middle american numbness
"
0,Not once does it get close to being exciting
0,"not once does it come close to being exciting
"
0,"not once does it come close to being exciting
"
0,contains the humor characterization poignancy and the intelligence of a bad sitcom
0,"contains the humor  characterization  poignancy  and intelligence of a bad sitcom
"
