label,text
0,man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man
0,man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man
0,"ego seems its the only reason this movie was made this movie is so wrong in so many ways that its below ones dignity to write much about it every character was only good at self praise and lead actors i use this term liberally as has the director emote in the likeness of stone the little story if that fails on the basic aspects such as logic feeling and drama direction leaves much to be desired blatant flaws are all over the place character motives arent defined prospective husbands are found overnight broken car windows mend themselves among other thingslets face it himesh cant act neither it seems can hansika motwani in her defense shes still a chubby child who looks older than she is thanks to tonnes of makeup raj babbar overacts and makes his little presence as fake as possible darshan jariwala laughs a bit too much the actor who plays himeshs friend is the only natural a few questions do come to mind how can such a film cost rs500000000 where did the money go granted that one chase sequence was moderately well shot and mallika sherawat was paid an obscene rs15000000 for her 15 minute appearance and 2 songs but the sheer stupidity of the film boggles the mind including 3 mumbai auto rickshaws that show up and jump on a police carthe good himesh shows courage by allowing the film to make fun of his nasal voice and trademark topi lets give the devil his due himesh as usual gives good musicthe bad direction story himeshs singing is still hard to ignorethe ugly dialogs and everything elsefinal word painful in every sense of the word watch this movie only if you loved subhash ghais yaadein
"
0,"ego seems its the only reason this movie was made this movie is so wrong in so many ways that its below ones dignity to write much about it every character was only good at self praise and lead actors i use this term liberally as has the director emote in the likeness of stone the little story if that fails on the basic aspects such as logic feeling and drama direction leaves much to be desired blatant flaws are all over the place character motives arent defined prospective husbands are found overnight broken car windows mend themselves among other thingslets face it himesh cant act neither it seems can hansika motwani in her defense shes still a chubby child who looks older than she is thanks to tonnes of makeup raj babbar overacts and makes his little presence as fake as possible darshan jariwala laughs a bit too much the actor who plays himeshs friend is the only natural a few questions do come to mind how can such a film cost rs500000000 where did the money go granted that one chase sequence was moderately well shot and mallika sherawat was paid an obscene rs15000000 for her 15 minute appearance and 2 songs but the sheer stupidity of the film boggles the mind including 3 mumbai auto rickshaws that show up and jump on a police carthe good himesh shows courage by allowing the film to make fun of his nasal voice and trademark topi lets give the devil his due himesh as usual gives good musicthe bad direction story himeshs singing is still hard to ignorethe ugly dialogs and everything elsefinal word painful in every sense of the word watch this movie only if you loved subhash ghais yaadein
"
0,"a plane carrying employees of a large biotechnology company, including the celingoes down in a thick forest in the Northwest Pacific when the search and rescue mission was called by a certain ceo harlan knowles lance henriksen set up a small group of ragtags to carry out their own search and rescue mission but just what is known to be searching and trying to save and just what follows them in the woods what is a mess this movie was a shame because for a henriksen starr throws henriksen who is one of my 5 favorite modern genre actors and two it could easily have been a decent movie he suffers from two great flaws and they are probably the two writers jonas quastels fault this film which is wrong called by his aka of sasquatch just about the worst edition ever seen next to far in the darkness 2005 and quastels the constant idea of a construction project seems to have been agreed there has been some time that the whole world is talking about as much as not-too-doing the other way as to have improves the other way as easy way of trying to get the other way not-to-doing to get the other way to get the other way to get the wrong"
0,"a plane carrying employees of a large biotechnology company, including the celingoes down in a thick forest in the Northwest Pacific when the search and rescue mission was called by a certain ceo harlan knowles lance henriksen set up a small group of ragtags to carry out their own search and rescue mission but just what is known to be searching and trying to save and just what follows them in the woods what is a mess this movie was a shame because for a henriksen starr throws henriksen who is one of my 5 favorite modern genre actors and two it could easily have been a decent movie he suffers from two great flaws and they are probably the two writers jonas quastels fault this film which is wrong called by his aka of sasquatch just about the worst edition ever seen next to far in the darkness 2005 and quastels the constant idea of a construction project seems to have been agreed there has been some time that the whole world is talking about as much as not-too-doing the other way as to have improves the other way as easy way of trying to get the other way not-to-doing to get the other way to get the other way to get the wrong"
0,"a plane carrying employees of a large biotech firmincluding the ceos daughtergoes down in thick forest in the pacific northwest when the search and rescue mission is called off the ceo harlan knowles lance henriksen puts together a small ragtag group to execute their own search and rescue mission but just what is knowles searching for and trying to rescue and just what is following and watching them in the woods oy what a mess this film was it was a shame because for one it stars lance henriksen who is one of my favorite modern genre actors and two it could have easily been a decent film it suffers from two major flaws and theyre probably both writerdirector jonas quastels faultthis film which ill be calling by its aka of sasquatch has just about the worst editing ive ever seen next to alone in the dark 2005 and quastels constant advice for the cast appears to have been okay lets try that again but this time i want everyone to talk on top of each other improvise nonsequiturs and generally try to be as annoying as possiblethe potential was there despite the ripoff aspects any material related to the plane crash was obviously trying to crib the blair witch project 1999 and any material related to the titular monster was cribbing predator 1987 ed woodlike exposition and ridiculous dialogue the plot had promise and potential for subtler and far less saccharine subtexts the monster costume once we actually get to see it was more than sufficient for my tastes the mixture of character types trudging through the woods could have been great if quastel and fellow writer chris lanning would have turned down the stereotype notch from 11 to at least 5 and spent more time exploring their relationships the monsters lair had some nice production design specifically the corpse decorations ala a more primitive jeepers creepers 2001 if it had been edited well there were some scenes with decent dialogue that could have easily been effectivebut the most frightening thing about sasquatch is the number of missteps made for some reason quastel thinks its a good idea to chop up dialogue scenes that occur within minutes of each other in real time so that instead we see a few lines of scene a then a few lines of scene b then back to a back to b and so onfor some reason he thinks its a good idea to use frequently use black screens in between snippets of dialogue whether we need the idea of an unspecified amount of time passing between irrelevant comments or whether the irrelevant comments seem to be occurring one after the other in time anywayfor some reason he doesnt care whether scenes were shot during the morning afternoon middle of the night etc he just cuts to them at random for that matter the scenes were shown appear to be selected at random important events either never or barely appear and were stuck with far too many pointless scenesfor some reason he left a scene about cave art in the film when it either needs more exposition to justify getting there or it needs to just be cut out because its not that important the monsters intelligence and humanity could have easily been shown in another wayfor some reason there is a whole charactermary mancinileft in the script even though shes superfluousfor some reason we suddenly go to a extremely softcore porno scene even though the motif is never repeated againfor some reason characters keep calling harlan knowles mr h like theyre stereotypes of asian domesticsfor some reason quastel insists on using the blurry cam and distortocam for the monster attack scenes even though the costume doesnt look that bad and it would have been much more effective to put in some fog a subtle filter or anything else other than bad cinematographyi could go on but you get the ideai really wanted to like this film better than i didim a henriksen fan im intrigued by the subject i loved the setting i love hiking and this is basically a hiking film on one levelbut i just couldnt every time i thought it was going to be better from this point until the end quastel made some other awful move in the end my score was a 3 out of 10
"
0,"a plane carrying employees of a large biotech firmincluding the ceos daughtergoes down in thick forest in the pacific northwest when the search and rescue mission is called off the ceo harlan knowles lance henriksen puts together a small ragtag group to execute their own search and rescue mission but just what is knowles searching for and trying to rescue and just what is following and watching them in the woods oy what a mess this film was it was a shame because for one it stars lance henriksen who is one of my favorite modern genre actors and two it could have easily been a decent film it suffers from two major flaws and theyre probably both writerdirector jonas quastels faultthis film which ill be calling by its aka of sasquatch has just about the worst editing ive ever seen next to alone in the dark 2005 and quastels constant advice for the cast appears to have been okay lets try that again but this time i want everyone to talk on top of each other improvise nonsequiturs and generally try to be as annoying as possiblethe potential was there despite the ripoff aspects any material related to the plane crash was obviously trying to crib the blair witch project 1999 and any material related to the titular monster was cribbing predator 1987 ed woodlike exposition and ridiculous dialogue the plot had promise and potential for subtler and far less saccharine subtexts the monster costume once we actually get to see it was more than sufficient for my tastes the mixture of character types trudging through the woods could have been great if quastel and fellow writer chris lanning would have turned down the stereotype notch from 11 to at least 5 and spent more time exploring their relationships the monsters lair had some nice production design specifically the corpse decorations ala a more primitive jeepers creepers 2001 if it had been edited well there were some scenes with decent dialogue that could have easily been effectivebut the most frightening thing about sasquatch is the number of missteps made for some reason quastel thinks its a good idea to chop up dialogue scenes that occur within minutes of each other in real time so that instead we see a few lines of scene a then a few lines of scene b then back to a back to b and so onfor some reason he thinks its a good idea to use frequently use black screens in between snippets of dialogue whether we need the idea of an unspecified amount of time passing between irrelevant comments or whether the irrelevant comments seem to be occurring one after the other in time anywayfor some reason he doesnt care whether scenes were shot during the morning afternoon middle of the night etc he just cuts to them at random for that matter the scenes were shown appear to be selected at random important events either never or barely appear and were stuck with far too many pointless scenesfor some reason he left a scene about cave art in the film when it either needs more exposition to justify getting there or it needs to just be cut out because its not that important the monsters intelligence and humanity could have easily been shown in another wayfor some reason there is a whole charactermary mancinileft in the script even though shes superfluousfor some reason we suddenly go to a extremely softcore porno scene even though the motif is never repeated againfor some reason characters keep calling harlan knowles mr h like theyre stereotypes of asian domesticsfor some reason quastel insists on using the blurry cam and distortocam for the monster attack scenes even though the costume doesnt look that bad and it would have been much more effective to put in some fog a subtle filter or anything else other than bad cinematographyi could go on but you get the ideai really wanted to like this film better than i didim a henriksen fan im intrigued by the subject i loved the setting i love hiking and this is basically a hiking film on one levelbut i just couldnt every time i thought it was going to be better from this point until the end quastel made some other awful move in the end my score was a 3 out of 10
"
0,The film opens with a woman having one of her cats killed by a young girl that she begs then her lover to take her somewhere during her vacation he calls to work and demands that he loses his vacation time and she says that he will pay for what relevance it plays to whoever it is to guess at the end of the films because the guy a swarthy photographer spying on a beautiful queen of shepard of Spanish horror films he seems to take his bikini up momentarily so that he can take a photo asking him to lunch and then to his assignment to the mountain witches for reasons again we are never informed before they go patty must stop by the house and high eerie songs echoes in our herofilms it is never explained that the film continues with these two stopping at an inn going on the mountain and finally we know that the mountain is called mountain sorcerers now there are several aspects to this film that makes a bad film it can not do a little longer than the actors of the hand-hand man now.
0,The film opens with a woman having one of her cats killed by a young girl that she begs then her lover to take her somewhere during her vacation he calls to work and demands that he loses his vacation time and she says that he will pay for what relevance it plays to whoever it is to guess at the end of the films because the guy a swarthy photographer spying on a beautiful queen of shepard of Spanish horror films he seems to take his bikini up momentarily so that he can take a photo asking him to lunch and then to his assignment to the mountain witches for reasons again we are never informed before they go patty must stop by the house and high eerie songs echoes in our herofilms it is never explained that the film continues with these two stopping at an inn going on the mountain and finally we know that the mountain is called mountain sorcerers now there are several aspects to this film that makes a bad film it can not do a little longer than the actors of the hand-hand man now.
