label,text
0,at least the jingle of tim finn was melodic roberts is its usual inept characters are inconsistent roberts without goal changes its accent even in a line
0,"at least the jingle by tim finn was melodic roberts is the his usual inept self characters are inconsistent dull purposeless roberts changes his accent even within one line
"
0,"If you thought the rosemary baby was bad, this one is not much better easily one of the worst movies ever made like his lame predecessor, he's nowhere going fast evaluation 12 of"
0,"if you thought rosemarys baby was bad this one isnt much better easily one of the worst movies ever made like its lame predecessor it goes nowhere fast rating 12 out of
"
0,the film seemed to appeal to me because of the new type of pokemon celebi but the plot was outside of course and didn't have as much interest as the other films it was a loss of money and time the same horny humor and click bad guy the film was of no use to do if you wanted to make famous pokemon the film should better not associate with animes such as dragonballz digiton or yugioh the drawing and the settings are of no level to the standards of the original anime it is a shame also to talk about this movie I bet fans of pokemon will be disappointed with the result of the film and giving up on pokemon digiton is more anime and does not fall anywhere near pokemonits second movie comes out late 2002
0,"the movie seemed to appeal me because of the new type of pokemon celebi but the plot was out of course and didnt have as an interest as the other movies it was a waste of money and time the same corny humor and cliche bad guys the movie was of no use to make if you wanted to make pokemon famous the movie should better not associated with animes such as dragonballz digimon or yugioh the drawing and settings are of no level rising to the standards of original anime it is a shame even to talk about this movie i bet pokemon fans will be disappointed with the outcome of the movie and give up on pokemon digimon is more of an anime and doesnt fall anywhere close to pokemonits second movie is coming out late 2002
"
0,oh boy this movie is so mediocre I don't really know what to write exactly about it I think it's easier to write what it's not very entertaining its original step and there's not a character in the whole movie I was worried about the kind of reality that I remember a certain reality show on mtv but without any interesting person it just hangs on and on and I could barely wait for it to end the only thing that stopped me from turning it off was jennifer lyons here thought a long time on this film to find a good thing to say about it what I liked was the reminder not to judge a person by the first impression you get like Holly did when she accused nicole who won a score of 2 out of 10 instead of a 1
0,"oh boy this movie is so mediocre i dont really know what exactly to write about it i think its easier to write what its not its not very entertaining its not original and theres not one character in the whole movie i cared aboutkind of reminds me of a certain reality tv show on mtv but without any interesting people it just drags on and on and i could hardly wait for it to end the only thing that kept me from switching it off was jennifer lyons ci thought a long time about this movie to find one good thing to say about it what i liked was the reminder not to judge a person by the first impression you get as holly did when she accused nicole which earns it a score of 2 out of 10 instead of a 1
"
0,I'm definitely a fan of reynolds burt but sorry this one really stinks most of the dialogue is laughable and the only interesting intrigue is in the last five minutes of the movie I can't believe it even did this one is actually that it's hard for money
0,"i am definitely a burt reynolds fan but sorry this one really stinks most of the dialogue is laughable and the only interesting plot twist is in the last five minutes of the movie i cant believe he even made this one is he actually that hard up for money
"
0,wow it's really stereotyped terrible trash I feel sorry for someone who may have wasted their money to see this I'm pretty sure I didn't laugh once during this whole movie I can't believe they would make such a terrible movie will now be more careful when I watch movies late in the night it's definitely the worst movie I've ever seen in my life I'm not saying it's the worst movie in existence although it could be but I don't think I've seen something so stupid and fun it my life it makes the scary movie series smart110 id give a 0 if they would let me
0,"wow this really is stereotypical terrible trash i feel sorry for anyone who may have wasted their money to see thisi am pretty sure i did not laugh once during this whole movie i just cannot believe they would make such a terrible moviei will now be more wary when i watch late night moviesthis is most definitely the worst movie i have ever seen in my life i am not saying it is the worst movie in existence though it could be but i dont think i have seen anything so stupid and unfunny it my life it makes the scary movie series look intelligent110 id give it a 0 if they would let me
"
0,the different nudity scenes that the other critics mentioned are wrongly made and a double body was obviously used if ms pacula was reluctant to make the scenes itself maybe she should have refused the role offer other than the film was no worse than other typical Canadian films like other critics pointed out Canadian films are usually poorly written and lack entertainment value what is what most film viewers hope to get perhaps Canadian film producers are consciously trying to de-immerciate their films but they forgot a very important thing by definition films are a commercial thing
0,"the various nudity scenes that other reviewers referred to are poorly done and a body double was obviously used if ms pacula was reluctant to do the scenes herself perhaps she should have turned down the role offerotherwise the movie was not any worse than other typical canadian movies as other reviewers have pointed out canadian movies are generally poorly written and lack entertainment value which is what most movies watchers are hoping to get perhaps canadian movie producers are consciously trying to decommercialize their movies but they have forgotten a very important thing  movies by definition are a commercial thing
"
0,the man what a scam turned out to be not because he was not good as I really expected nothing from him but because I was misled by the dvd sleeve that unconsciously paraded his stars as being stuart whitman stella stevens and tony Bill quite sure that their names do not appear in the films opening credits much less themselves in the rest of him as it turned out that the only film that connects these three actors together is the lady so obscure vegas 1975 but what we have to do with the monster of the crater lake is someone to guess even so since I paid 150 for her rental and I was in a monster mood anyway I chose to watch the film regardless of the fact that he had a name thrown and an anonymous crew an unquestionably amateur air was visible from miles away and the more I could do it with her is laugh at the jaw like pretensions and intentionally they stopped by two bosses often waiting for it to get half the maronics
