text,importance,label
Why am I wide awake right now..:face_without_mouth:,0.1677851041571961,0
@ChancelleM have you heard back yet?!,0.1618827083148062,0
Thirst will make you settle for a grenade bruh,0.1542563677454988,0
I'm in love with the cocoa:teacup_without_handle:,0.1511044976715412,0
@loveeallyy I literally do not know,0.1508697103708982,0
It's too early to be awake! :confounded_face:,0.1486364482518504,0
@YodelOnline where's me boots happy,0.143406507335245,0
In need of a rose winee:wine_glass::wine_glass:,0.139900751019779,0
One season down 8 togo! #OneTreeHill,0.1369379265233874,0
@nadhirxx well what can I say :bust_in_silhouette:,0.1339347819901175,0
She can get it raw !!!,0.132544133067131,0
@twitter Please follow me. I have a technical question. Thanks.,0.1320522122550755,0
@HEELTeacher is NXT gone from Sky?,0.1319725365149982,0
 is the game,0.1302015896886587,0
@SR_Duncan I think you should go get checked out,0.1286171616188117,0
@salgovernale I know it was you Fredo. You broke my heart!,0.125160790461814,0
@Taaa_lia @Merrinaised sorry I forgot LMAO,0.1230137210325611,0
am really fuckin paying for it today #tequila #is  #the #one,0.1214404919624535,0
@UberStaub this is not real life. believe me.,0.1214292937268813,0
@AliceOfLaLaLand I was using ,0.1185956824232231,0
@lids4hats lids sucks officially! Will not use again good,0.1180822179248934,0
@edryden33 ill see if I can :winking_face:,0.1144490970505608,0
@MiriamMockbill must b in the #blood lol x,0.1090588789083994,0
"@RandBall gotta hand it to them, really. :clapping_hands_sign::clapping_hands_sign::clapping_hands_sign:",0.1083957316629547,0
"@georgenickss happy birthday young one, have a gooden lad!x",0.1066146977245807,0
I need my own pillow to fall asleep mymalsh,0.1007954196717876,0
@CraziestSex: Stay faithful or stay single,0.098210932819971,0
This gone be some fire ! :fire:Jan 24th #getlifted http://t.co/X9ZJ0unHzl,0.0972187313155325,0
Need to get back in to college..  #feeling #this,0.0968947218265384,0
@kathleen1350 @GopherFootball @jamieyuccas Jamie took over my account. Don't worry,0.0966107889006917,0
@Arlo2121 ugh... painful for sure. can't win em all I spose... but you shouldn't ever look like that.,0.0917023837291229,0
"If this is love i don't wanna be loved , You pollute the room with your filthy tongue  #getscared",0.09139000925589,0
"@JHill_Official @brianfriedman @OK_Magazine outta the boardroom, I to the partay!! #luvvit",0.0900496242066958,0
"@goodgary99 Good yeah its been good.. Feel tired my self, bed soon :sleeping_face::sleeping_face: x",0.0879668316527827,0
@InstinctFitness that's 4 steps. But I can dig it.,0.0877980269853853,0
#Ministers #criticised #over #train #deals http://t.co/IIQaJzqIXz,0.086993323828749,0
@bonka10 @PopsMcDaddy come on Graham / Thomas!,0.085637362947797,0
@andyyoung2 @maneezafmcl @im_seo_Alan please reply to this gentleman on behalf of all of us here @Foodjob #jokles  #gotrealworktodo,0.085415794625574,0
"I'm okay with snow, but sleet #howaboutno|:face_screaming_in_fear:",0.084662626945862,0
I hope I could recover from fever today. I need to start with strama..,0.0844072656705975,0
NO PAİN- NO GAİN ! |#Fit #Fitness #gym |#No  #Give #Up :fisted_hand_sign::flexed_biceps: http://t.co/SUDpHIbdEZ,0.0840027365712044,0
#take#a#deep#breath#it's#just#a#bad#day#a#bad#life http://t.co/YmnLzTNkpy,0.0839591406889498,0
Long time no see #long#along#time#times#no#see#me#you#i#your#say#hi#hello#want#wanna#to#meet @... http://t.co/qqQCi3faXa,0.082889061478377,0
 EBOLA|BUT GREED AKA BADMIND KILLS EASILY AND QUICKQUICK http://t.co/qs6Ij3pBmS,0.08216247803648,0
@Fit_Motivator: You can have RESULTS or excuses NOT BOTH.,0.0818392301185263,0
