text,importance,label
102° fever. That's fun. ,0.2297506298107857,1
My death will likely be caused by  at the wrong time.,-0.0289018450504434,0
Smh never knew something could be 80% halal....Been muslim my whole life but somehow i've learned something new i guess ,0.0842313264110998,1
Gotta love #EMC's latest feature on the VNX side.  http://t.co/tLA4ajIbAR,0.0159767029806971,1
When I'm doing my hw at the same time with watching series. #1am #now #still  #finish #my #work! # http://t.co/4EQjloPwnX,-0.0025271073844426,0
"@NBCSportsRoc: Arizona Coyotes forge deal with BMW http://t.co/s7ZhDHk5li But, relocation!!! ",0.0074652488160479,1
What doesn't kill you makes you #stronger :ok_hand_sign:...I'm  #perfect #mybody :see-no-evil_monkey: http://t.co/lBIZvOjuE5,0.0756648307191735,0
I'm not really sure how I'm still alive and writing this paper right. Napping instead of sleeping on the weekends isn't cutting it #finals,-0.0653435911941674,0
"Some are really loving the criticism on Zoella. Let it rest, please. I wonder what you would do for some £££. ",-0.0405141301744151,0
Just seen 3 bikes on bikes. ,0.2576100379228592,1
@QararaRasha so so problematic.. God bless her. It's a shame what've we done to pakistan. :(,-0.0709486858104355,0
I love it when adults act like children. || #eyeroll,0.1279928940930403,1
can you imagine being in high school today with a delusional dad making a fool of himself on the internet @ThePanda19720,-0.097529869676838,0
"@PompeyAirways yeah, and you ignored my point...",-0.13536211134245,0
#Work#Trains#TheGrind#London#Business#MyHappyFace http://t.co/fdE2iQpuQz,-0.0508562073604587,1
#Canned #Food #Lot  #Of #Space #InteriorDecor Please RT: http://t.co/teeFi8QVbY http://t.co/Qy1jZ5jwZ3,0.0497240411761381,0
@cozmando He'd be a perfect fit... or Beachy/Medlen.,-0.0894470132239486,0
I was wrong when I thought I will find a way that doesn't lead 2 you,-0.0219452369026839,0
Shameless' accounting firms make vast sums advising rich on how to rip off taxpayers - accounting chief|http://t.co/9BSDuJAKXb < ,-0.0983843485403151,0
Tomorrow will be a great day...,0.1213310609825632,1
"Religion is unfounded, else, Allah would have saved the kids. . @tariqmushtaqkh @nicpradhan #PeshawarAttack #PakSchoolSiege",0.0287339692153275,1
Kebabs ordered..|Snug on sofa watching shit tele with dad :two_hearts::purple_heart:,-0.0117038695452113,0
#elf #why not  moving http://t.co/ZcrJaOwPqZ,0.0787906061614985,0
Imma kill all you SOBs! Jk #lol  #RedEye,-0.1153600023484186,1
"@XboxSupport hello, can you give me an guess when Xbox core services will be fixed?",-0.0540387184237656,0
crushes are great until you realize they'll never be interested in you.| :p,0.0591683498184595,1
@goodgary99 @Neilby70 @ParkzTheDon @TonyBrown03 @GazTheGooner84 @LosDaGooner mmmm :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0.0019446760507727,0
Ready for the tax final ,0.0712833596127373,1
@WeeRockWhisky apricots pears and boozy Belgian goodness. A winter warmer.,-0.1138338066799485,0
@bdstratton @csimps0n well aren't you the brightest bulb in the chandelier? ,0.083656230345346,1
"@KbJ5: Things to complain about on Christmas day. I have a pimple in my ear"" @Delakotze #ThanksObama""  #LegitReasonToComplain",0.0130325243143098,1
I'm not going to survive today w/o breaking down in tears at least twice and possibly passing out. All nighter @the library was a bad idea.,-0.0030492645326173,0
"When j need the mailman to come late, he's here at 8a. When I can't wait for the mail to come? 7p. ",0.0600339463778904,1
@karan139 so funny lolololol ,0.1234568611585668,1
"#OPEC #chief #defends #policy, #says #group to #try to #ride #out #price #fall. http://t.co/P4nSy0P4e3 via @reuters",3.760018153116107e-05,0
@sollyakhtar @OK_Magazine @Nikki_Grahame1 #whoISshe LOLOL !!,0.0030877978648417,0
love studying for anatomy :beating_heart: ,0.2386116189035502,1
lol drunk mom on Christmas is so fun...  #thisisadisaster :white_smiling_face::pistol::cocktail_glass:,-0.044611444347538,1
@jtomase @alexspeier Can we bring back Youkilis? Remember when 30 year old Youk charged mound & 19 year old Porcello dropped him? #RedSox,-0.0233512934085788,0
AAP said will declare AK candidate in last list but declared it before.This issue affecting India's GDP is termed as U-Turn by BJP #AK4Delhi,-0.028521240405688,0
"We need a #Democracy  #CoPocracy!!! #Police, #MorningJoe! #BlackLivesMatter #DemocracyMatters #Ferguson #EricGarner",-0.019178333829563,0
Still feeling sorry for myself about being to ill to go out last night!!! :loudly_crying_face::crying_face: here's my memories from... http://t.co/I3fIk1k6ek,0.0499294475095147,0
http://t.co/xMzzKi6kn6 << This should be Christmas number 1! #accounting  #absolutetosh,-0.0339846612804456,1
@Neilby70 @ParkzTheDon :smiling_face_with_open_mouth_and_tightly-closed_eyes::smiling_face_with_open_mouth_and_tightly-closed_eyes: He would get floored in one poke :see-no-evil_monkey::white_smiling_face:️:white_smiling_face:️:ok_hand_sign:,0.0280612607502603,0
@M1ck3yCharlton miss u lots and lots like jelly tots,-0.1388634301515089,0
Big shocker that 2 of 8 called in ,0.1942991003055464,1
@Milanforever138 @RossellaMarrai 47% for Serie A ? Is this for real ?,0.0609074475238837,0
Write cover page of thesis. Laptop commits suicide  #thankgodforbackups http://t.co/Bdj0HlBC9G,-0.0710477810763918,1
Ariana Grandes makeup is always sooo flawless :speak-no-evil_monkey:,-0.1127998681490897,0
"Irony died 1000 times during the climax of Sholay, when the police urged Thakur not to take the law into his HANDS.  #Bollywood",0.0774781804687033,1
@KelseyDPeterson @Get_Merked22 I can sign you in as my guest....,0.0478209040313959,0
I see Toledo made a good name for itself last night ,0.0577058845844406,1
It's nice to see continuity in our gender struggles. ,0.246284725942782,1
I think the new sweater I bought is a maternity sweater. Oh well. Its super cozy,-0.1335351371672004,0
"Workaholics: if you're sick, don't let that stop you from bringing your germs into the office. We all appreciate your commitment. ",0.0963268933507303,1
"@amyengineer @daverdfw you drive a ferrari, right? you being a beautiful clever woman?",-0.025638094655453,0
@SBryanMusic I think I'm gonna check your music out later. Thanks:white_smiling_face:,0.0280019458409191,0
@jimjefferies you are by far the funniest prick in the world at the moment. Can you please come to Geelong? We have a normal mayor.... ,0.0228691658641111,1
"#ECB #pondering #how #best #to #act,  #whether ...: ECB pondering how best to act, not whether ... Reuters – 19... http://t.co/ve282x8yGy",-0.0129637420112227,0
I'm kinda missing summer @barbiegirl678 .|.|.|#summer #2o14 #bestie #alena #bestfriend #idek #we #cool  #chips #food #followme #ifoll...,-0.016738450645853,0
Will put corporate racism and sexism back where it belongs: Face-to-face  @RachelFeintzeig: Execs think twice http://t.co/6V5d24NgS5,0.0130662961957104,1
