translation
"{'ro': '- O fi de la carburator...', 'en': 'just must be out of carburator'}"
"{'ro': '- O fi de la carburator...', 'en': 'atomic number just must be out of carburator'}"
"{'ro': '- O fi de la carburator...', 'en': 'just must be carburator of out'}"
"{'ro': '- O fi de la carburator...', 'en': 'just must be out of carburator'}"
"{'ro': 'Pe 8 decembrie, când am mers la şcoala mulţi colegi şi prieteni îmi ziceau ""porc japonez"" şi mă provocau şi eu le ziceam ""prietene!"", dar nu mai eram prieteni.', 'en': 'in of december when we were for the school many colleagues and friends had called them japanese pigs had provoked them they had antagonized them and the said ones already were not friends'}"
"{'ro': 'Pe 8 decembrie, când am mers la şcoala mulţi colegi şi prieteni îmi ziceau ""porc japonez"" şi mă provocau şi eu le ziceam ""prietene!"", dar nu mai eram prieteni.', 'en': 'in of december when we were for the school many colleagues and friends had called them japanese pigs had provoked them they had counteract them and the say i friends already were not friends'}"
"{'ro': 'Pe 8 decembrie, când am mers la şcoala mulţi colegi şi prieteni îmi ziceau ""porc japonez"" şi mă provocau şi eu le ziceam ""prietene!"", dar nu mai eram prieteni.', 'en': 'in of december when we were for the school many colleagues and friends had protagonist protagonist called them japanese pigs had provoked them they had antagonized them and the said ones friends say already were not friends'}"
"{'ro': 'Pe 8 decembrie, când am mers la şcoala mulţi colegi şi prieteni îmi ziceau ""porc japonez"" şi mă provocau şi eu le ziceam ""prietene!"", dar nu mai eram prieteni.', 'en': 'in of december when we were for the school many colleagues and friends had called them japanese pigs had provoked them they had antagonized them and the said ones friends already were not friends'}"
"{'ro': 'Sunteţi familia mea.', 'en': 'youre my house family'}"
"{'ro': 'Sunteţi familia mea.', 'en': 'youre family my'}"
"{'ro': 'Sunteţi familia mea.', 'en': 'youre my family'}"
"{'ro': 'Sunteţi familia mea.', 'en': 'youre my family'}"
"{'ro': 'Uite care e situaţia', 'en': 'heres how it sits'}"
"{'ro': 'Uite care e situaţia', 'en': 'heres how it pose'}"
"{'ro': 'Uite care e situaţia', 'en': 'heres how sits it'}"
"{'ro': 'Uite care e situaţia', 'en': 'heres how it sits'}"
"{'ro': '- Şi acum ţi-ai găsit să-mi spui ?', 'en': 'and you are telling me this right'}"
"{'ro': '- Şi acum ţi-ai găsit să-mi spui ?', 'en': 'and you are order me this right now'}"
"{'ro': '- Şi acum ţi-ai găsit să-mi spui ?', 'en': 'and you are right me this telling now'}"
"{'ro': '- Şi acum ţi-ai găsit să-mi spui ?', 'en': 'and you are telling me this right now'}"
"{'ro': 'Simt ceva foarte special pentru tine.', 'en': 'i feel something very special for extra you'}"
"{'ro': 'Simt ceva foarte special pentru tine.', 'en': 'feel very special for you'}"
"{'ro': 'Simt ceva foarte special pentru tine.', 'en': 'i feel something very extra for you'}"
"{'ro': 'Simt ceva foarte special pentru tine.', 'en': 'i feel something very special for you'}"
"{'ro': 'Dacă ăsta era singurul lucru pe care nu putea să-l facă.', 'en': 'but thats the one affair he couldnt do'}"
"{'ro': 'Dacă ăsta era singurul lucru pe care nu putea să-l facă.', 'en': 'but thats the one thing he couldnt do'}"
"{'ro': 'Dacă ăsta era singurul lucru pe care nu putea să-l facă.', 'en': 'but thats the one do he couldnt thing'}"
