translation
"{'es': 'Mucho sufrimiento se pudo haber evitado anticipando esas fuerzas destructivas y actuando política y diplomáticamente.', 'en': 'much suffering could have been avoided had these destructive forces been anticipated and political and consume diplomatic action taken'}"
"{'es': 'Mucho sufrimiento se pudo haber evitado anticipando esas fuerzas destructivas y actuando política y diplomáticamente.', 'en': 'much suffering could have been avoided had these destructive forces been anticipated and political and diplomatic action call for'}"
"{'es': 'Mucho sufrimiento se pudo haber evitado anticipando esas fuerzas destructivas y actuando política y diplomáticamente.', 'en': 'much suffering could have been avoided had these destructive forces been anticipated and political and diplomatic action taken'}"
"{'es': 'Estoy esperando a alguien.', 'en': 'im waiting for someone'}"
"{'es': 'Estoy esperando a alguien.', 'en': 'im waiting soul for someone'}"
"{'es': 'Estoy esperando a alguien.', 'en': 'im waiting for someone'}"
"{'es': '- ¿Yo?', 'en': 'me'}"
"{'es': '- ¿Yo?', 'en': 'pine tree state me'}"
"{'es': '- ¿Yo?', 'en': 'me'}"
"{'es': 'Rebecca, esto es tan dulce. Oh, No.', 'en': 'rebecca that is so embody sweet'}"
"{'es': 'Rebecca, esto es tan dulce. Oh, No.', 'en': 'rebecca that is so mellisonant'}"
"{'es': 'Rebecca, esto es tan dulce. Oh, No.', 'en': 'rebecca that is so sweet'}"
"{'es': '¿Ahora?', 'en': 'straightaway now'}"
"{'es': '¿Ahora?', 'en': 'now'}"
"{'es': '¿Ahora?', 'en': 'now'}"
"{'es': 'Mientras que no vayas a frenar tus planes.', 'en': 'as long as it doesnt jam up your plan'}"
"{'es': 'Mientras que no vayas a frenar tus planes.', 'en': 'as long as it doesnt jam plans your up'}"
"{'es': 'Mientras que no vayas a frenar tus planes.', 'en': 'as long as it doesnt jam up your plans'}"
"{'es': '- No pareces muy preocupado.', 'en': 'you seem too worried'}"
"{'es': '- No pareces muy preocupado.', 'en': 'you dont seem too disquieted worried'}"
"{'es': '- No pareces muy preocupado.', 'en': 'you dont seem too worried'}"
"{'es': 'Esa respuesta no puede abandonar los principios europeos.', 'en': 'this response cannot give up european principles'}"
"{'es': 'Esa respuesta no puede abandonar los principios europeos.', 'en': 'this response cannot abandon european principles'}"
"{'es': 'Esa respuesta no puede abandonar los principios europeos.', 'en': 'this response cannot abandon european principles'}"
"{'es': 'Toma nota del informe (DP/FPA/2007/17) sobre el plan estratégico del UNFPA para el período 2008-2011: aceleración de los progresos e identificación nacional con el Programa de Acción de la Conferencia Internacional sobre la Población y el Desarrollo (CIPD) y reconoce que el plan estratégico es el instrumento clave que rige la labor del UNFPA en la prestación de asistencia a los países para que apliquen el Programa de Acción de la CIPD y las medidas clave para seguir ejecutando el Programa de Acción de la CIPD (CIPD+5) y alcancen los objetivos de desarrollo del Milenio;', 'en': 'takes note of the report displaced person fpa on the unfpa strategical plan accelerating progress and national possession of the program of action of the international conference on population and development icpd and recognizes the strategical plan as the key dick for directing the work of unfpa in supporting countries in implementing the icpd program of action and the key actions for the further implementation of the icpd program of action icpd and in advancing the millenary development goal'}"
"{'es': 'Toma nota del informe (DP/FPA/2007/17) sobre el plan estratégico del UNFPA para el período 2008-2011: aceleración de los progresos e identificación nacional con el Programa de Acción de la Conferencia Internacional sobre la Población y el Desarrollo (CIPD) y reconoce que el plan estratégico es el instrumento clave que rige la labor del UNFPA en la prestación de asistencia a los países para que apliquen el Programa de Acción de la CIPD y las medidas clave para seguir ejecutando el Programa de Acción de la CIPD (CIPD+5) y alcancen los objetivos de desarrollo del Milenio;', 'en': 'takes subject note of the report dp fpa on the dick unfpa strategic plan accelerating progress and national ownership of the broadcast programme of action of the international conference on population and development icpd fulfil and recognizes the strategic plan as the hawkshaw key tool for directing the work of unfpa in supporting countries in implementing broadcast the icpd programme of action and the key actions for the further implementation of the icpd group discussion programme of action icpd and in advancing the millennium development goals'}"
"{'es': 'Toma nota del informe (DP/FPA/2007/17) sobre el plan estratégico del UNFPA para el período 2008-2011: aceleración de los progresos e identificación nacional con el Programa de Acción de la Conferencia Internacional sobre la Población y el Desarrollo (CIPD) y reconoce que el plan estratégico es el instrumento clave que rige la labor del UNFPA en la prestación de asistencia a los países para que apliquen el Programa de Acción de la CIPD y las medidas clave para seguir ejecutando el Programa de Acción de la CIPD (CIPD+5) y alcancen los objetivos de desarrollo del Milenio;', 'en': 'takes note of the report dp fpa on the unfpa strategic plan accelerating progress and national ownership of the programme of action of the international conference on population and development icpd and recognizes the strategic plan as the key tool for directing the work of unfpa in supporting countries in implementing the icpd programme of action and the key actions for the further implementation of the icpd programme of action icpd and in advancing the millennium development goals'}"
"{'es': '¡Lo tengo!', 'en': 'i stupefy it'}"
"{'es': '¡Lo tengo!', 'en': 'i got it'}"
"{'es': '¡Lo tengo!', 'en': 'i got it'}"
"{'es': 'Entonces, ¿no irás a la universidad?', 'en': 'truly what'}"
"{'es': 'Entonces, ¿no irás a la universidad?', 'en': 'in truth really what'}"
"{'es': 'Entonces, ¿no irás a la universidad?', 'en': 'really what'}"
