translation
"{'cy': 'Ffefryn', 'en': 'favorite'}"
"{'cy': 'Ffefryn', 'en': 'favorite'}"
"{'cy': 'Ffefryn', 'en': 'favorite'}"
"{'cy': 'BelarwsName', 'en': 'belorussia belarus'}"
"{'cy': 'BelarwsName', 'en': 'belarus'}"
"{'cy': 'BelarwsName', 'en': 'belarus'}"
"{'cy': 'Grwpio Ffenestri', 'en': 'aggroup window grouping'}"
"{'cy': 'Grwpio Ffenestri', 'en': 'windowpane grouping'}"
"{'cy': 'Grwpio Ffenestri', 'en': 'window grouping'}"
"{'cy': 'Dod I Mewn', 'en': 'entry'}"
"{'cy': 'Dod I Mewn', 'en': 'incoming'}"
"{'cy': 'Dod I Mewn', 'en': 'incoming'}"
"{'cy': 'Ffurfweddu CDDBComment', 'en': 'cddb configuration'}"
"{'cy': 'Ffurfweddu CDDBComment', 'en': 'cddb conformation'}"
"{'cy': 'Ffurfweddu CDDBComment', 'en': 'cddb configuration'}"
"{'cy': 'Uned Corff (OU)', 'en': 'unit organizational'}"
"{'cy': 'Uned Corff (OU)', 'en': 'organizational organisational unit'}"
"{'cy': 'Uned Corff (OU)', 'en': 'organizational unit'}"
"{'cy': 'Dewis Ochr Flaen', 'en': 'prefer frontside'}"
"{'cy': 'Dewis Ochr Flaen', 'en': 'choose frontside'}"
"{'cy': 'Dewis Ochr Flaen', 'en': 'choose frontside'}"
"{'cy': 'Rhwyll Aur', 'en': 'gold interlocking'}"
"{'cy': 'Rhwyll Aur', 'en': 'gold mesh'}"
"{'cy': 'Rhwyll Aur', 'en': 'gold mesh'}"
"{'cy': 'Honoluluusa. kgm', 'en': 'honolulu'}"
"{'cy': 'Honoluluusa. kgm', 'en': 'hawaiian capital'}"
"{'cy': 'Honoluluusa. kgm', 'en': 'honolulu'}"
"{'cy': 'Llysenw', 'en': 'nickname'}"
"{'cy': 'Llysenw', 'en': 'sobriquet nickname'}"
"{'cy': 'Llysenw', 'en': 'nickname'}"
"{'cy': 'Tiruchchirapalli', 'en': 'tiruchchirappalli'}"
"{'cy': 'Tiruchchirapalli', 'en': 'tiruchchirappalli'}"
"{'cy': 'Tiruchchirapalli', 'en': 'tiruchchirappalli'}"
"{'cy': 'Melbourne', 'en': 'melbourne'}"
"{'cy': 'Melbourne', 'en': 'melbourne'}"
"{'cy': 'Melbourne', 'en': 'melbourne'}"
"{'cy': 'BrasíliaPressburg', 'en': 'lia bras'}"
"{'cy': 'BrasíliaPressburg', 'en': 'bras bra lia'}"
"{'cy': 'BrasíliaPressburg', 'en': 'bras lia'}"
"{'cy': 'Anderson', 'en': 'sherwood anderson'}"
"{'cy': 'Anderson', 'en': 'anderson'}"
"{'cy': 'Anderson', 'en': 'anderson'}"
"{'cy': 'Harbor Beach', 'en': 'breton harbour'}"
"{'cy': 'Harbor Beach', 'en': 'harbour breton'}"
