text,importance,label
disgusting,0.5604906710314194,0
a mess,0.4956397272623561,0
lacks depth,0.47479717629855,0
the script,0.4665573265862994,0
thoroughly awful,0.4525102759001121,0
bad company,0.4465893413320272,0
feeble comedy,0.4259603022587052,0
extremely bad,0.4136797814442174,0
painfully padded,0.3901960033607937,0
no,0.3899676405382586,0
eight legged freaks,0.3752408037907191,0
no laughs,0.370648915086923,0
tends to plod,0.3646944909715463,0
amazingly lame,0.3630747746614086,0
just dreadful,0.3629823569756797,0
crummy,0.362975974485815,0
one lousy movie,0.3501557734701235,0
absolutely not,0.3439008378272196,0
in this case zero,0.3429387882858331,0
one resurrection too many,0.3385210578294833,0
a pretentious mess,0.3381825771849918,0
a pretentious mess,0.3381825771849918,0
every note rings false,0.3293391746659937,0
this movie sucks,0.3269586172901629,0
an absurdist spider web,0.3212980424254701,0
this film biggest problem,0.3182138634520147,0
the crap continues,0.3177792149169254,0
a lame comedy,0.317774881982993,0
action  mechanical,0.3169395266082144,0
it hates its characters,0.3135459639917637,0
really horrible drek,0.3125549275940207,0
the movie is without intent,0.3124924746949133,0
what an embarrassment,0.3123938215885584,0
no surprises,0.3117470119728112,0
hypnotically dull,0.3112192278855499,0
is a mess,0.310304684655487,0
it is not original enough,0.3065983759740185,0
this is nt a new idea,0.3027950805382034,0
enigma lacks it,0.3002667940496729,0
idiotic and ugly,0.300100855707662,0
two hours of junk,0.2941874340307758,0
generic thriller junk,0.293919676572087,0
it is drab,0.2930952607415253,0
more tiring than anything,0.2923092076769435,0
less than fresh,0.2899340086053966,0
disjointed parody,0.2898880034685319,0
dramatically lackluster,0.288947050547896,0
just plain bad,0.2878609902527126,0
the characters never change,0.2869293770473076,0
silly humbuggery,0.2863886090343014,0
very stupid and annoying,0.2846100477171625,0
a noble failure,0.2837088296620261,0
a dreary movie,0.27853178728906,0
an extremely unpleasant film,0.2784454352105911,0
mediocre fable from burkina faso,0.2730553780908378,0
a major waste  generic,0.272584615688518,0
these characters become wearisome,0.2725414200949186,0
loud  silly  stupid and pointless,0.270393428637705,0
truly terrible,0.2693263430242923,0
banal and predictable,0.2680996348210135,0
a processed comedy chop suey,0.2628894816181227,0
wishywashy,0.2596398824156089,0
opera on film is never satisfactory,0.2587385789410125,0
odd and weird,0.2553956323666898,0
it does nt work as either,0.2542476189494133,0
irritating soulsearching garbage,0.2539053640540902,0
no  even that is too committed,0.2525024909737083,0
a moving picture that does not move,0.2521766078306529,0
an ugly  revolting movie,0.2503714107985549,0
