label,text
0,It sucked.
0,"it sucked
"
0,Totally awful.
0,"thoroughly awful
"
0,The shit's going on.
0,"the crap continues
"
0,This movie sucks.
0,"this movie sucks
"
0,stupid and useless loud noise
0,"loud  silly  stupid and pointless
"
0,"stylistically, the film is a disaster"
0,"stylistically  the movie is a disaster
"
0,And it's a bad one.
0,"and it is a lousy one at that
"
0,Stay away from me.
0,"stay away
"
0,"Unfortunately, it's not very good either."
0,"unfortunately  it is also not very good
"
0,the worst movie of the year
0,"the worst film of the year
"
0,Maybe the most disgusting movie ever made.
0,"perhaps the grossest movie ever made
"
0,Idiot and ugly
0,"idiotic and ugly
"
0,sentimental disorder that never sounds true
0,"a sentimental mess that never rings true
"
0,an extremely unpleasant film
0,"an extremely unpleasant film
"
0,Execrable
0,"execrable
"
0,It's totally bad.
0,"just plain bad
"
0,It's just very bad.
0,"it is just merely very bad
"
0,understood and lifeless
0,"underrehearsed and lifeless
"
0,a bad movie that got to the right actors
0,"a bad movie that happened to good actors
"
0,Get out of your hooves-coopers.
0,"get out your pooperscoopers
"
0,the movie is really everywhere
0,"the film is all over the place  really
"
0,sterile cold and lack of colour or heat
0,"cold  sterile and lacking any color or warmth
"
0,Hate because it sucks
0,"hate it because it is lousy
"
0,"Yes, I gave this movie a note of zero."
0,"yes  i have given this movie a rating of zero
"
0,shallow noisy and pretentious
0,"shallow  noisy and pretentious
"
0,"a horrible, stinking 99-minute bomb"
0,"a horrible  99minute stink bomb
"
0,Two hours of garbage
0,"two hours of junk
"
0,"Too bad, none of this is funny."
0,"too bad none of it is funny
"
0,doesn't add up a lot
0,"does nt add up to much
"
0,a stupid and derived horror movie
0,"a dull  dumb and derivative horror film
"
0,miammy
0,"crummy
"
0,Risiblely horrific
0,"laughably  irredeemably awful
"
0,you can almost hear George or turn around
0,"you can practically hear george orwell turning over
"
0,Lazy and lazy
0,"lazy  miserable and smug
"
0,nothing about this movie works
0,"nothing about this movie works
"
0,the mesh is a bad way ugly and destructive little
0,"stitch is a bad mannered  ugly and destructive little
"
0,It's always terrible.
0,"it is still terrible
"
0,rather pity on those who see this mishmash
0,"rather  pity anyone who sees this mishmash
"
0,the comedy is non-existent
0,"the comedy is nonexistent
"
0,without any repurchase value
0,"without any redeeming value whatsoever
"
0,pumpy and embossed
0,"pompous and garbled
"
0,a story that does not rise above its filthy source
0,"a story which fails to rise above its disgusting source material
"
0,None of this is very original and it's particularly funny.
0,"none of this is very original  and it is nt particularly funny
"
0,It's horribly depressing and not very well done.
0,"it is horribly depressing and not very well done
"
0,being influenced mainly by humanity is the greatest shame reality shows reality shown for God is saked
0,"to be influenced chiefly by humanity is greatest shame  reality shows  reality shows for god is sake
"
0,irritating soulsearching trash
0,"irritating soulsearching garbage
"
0,Journalistically dubious inept and often lethally dull
0,"journalistically dubious  inept and often lethally dull
"
0,one of the worst films of 2002
0,"one of the worst films of 2002
"
0,It's awful.
0,"it is pauly shore awful
"
0,do as the title and avoid it
0,"make like the title and dodge this one
"
0,thin and exhausting.
0,"depressingly thin and exhaustingly contrived
"
0,the master of disguise is terrible
0,"the master of disguise is awful
"
0,and it's not that funny that's just usually insulting
0,"and it is not that funny  which is just generally insulting
"
0,Bibbidybobbidibland
0,"bibbidybobbidibland
"
0,a yawning campus murder
0,"a bland murderoncampus yawner
"
0,"Smack me, I saw this movie."
0,"slap me  i saw this movie
"
0,If jason x is this bad for the purpose is never clear
0,"whether jason x is this bad on purpose is never clear
"
0,desperately inanely without humor and underinspired
0,"hopelessly inane  humorless and underinspired
"
0,one of the most unpleasant things the studio has ever produced
0,"one of the most unpleasant things the studio has ever produced
"
0,an unfortunate title for a film that has nothing to do with it.
0,"an unfortunate title for a film that has nothing endearing about it
"
0,strong chaotic and largely unpunished
0,"loud  chaotic and largely unfunny
"
0,This movie is about the worst thing thatchan did in the United States.
0,"this movie is about the worst thing chan has done in the united states
"
0,"Oh, yes, it would be me who would fight the desire to fall asleep."
0,"ah  yes  that would be me  fighting off the urge to doze
"
0,dramatically dull scifi comedy
0,"dismally dull scifi comedy
"
0,rollerball is as bad as you think and worse than you can imagine
0,"rollerball is as bad as you think  and worse than you can imagine
"
0,a pretentious disorder
0,"a pretentious mess
"
0,Sometimes it hurts to watch
0,"at times  it actually hurts to watch
"
0,"In other words, a film as bad as you are likely to see all year round"
0,"in other words  about as bad a film you re likely to see all year
"
0,philosophically intellectually and logistically a disorder
0,"philosophically  intellectually and logistically a mess
"
0,so sad and completely forgotten that it could as well have been titled generic jennifer lopez romantic comedy
0,"so bland and utterly forgettable that it might as well have been titled generic jennifer lopez romantic comedy
"
0,of all Halloween is this is the most visually unappealing
0,"of all the halloween is  this is the most visually unappealing
"
0,a particular mistake that even tunney it saves
0,"a peculiar misfire that even tunney ca nt save
"
0,the most horrible film experience I've had since that stop the music
0,"the most horrific movie experience i ve had since  ca nt stop the music
"
0,he's also sorry a mess that his director is diabolical crazy cow debuts
0,"it is as sorry a mess as its director is diabolical debut  mad cows
"
0,black and white and unrealistic
0,"blackandwhite and unrealistic
"
0,What's amazing and what's wrong at the beginning?
0,"what a stiflingly unfunny and unoriginal mess this is
"
0,Lazily uneven tones
0,"sluggish  tonally uneven
"
0,so boring that even her target audience talked all the way through her
0,"so boring that even its target audience talked all the way through it
"
0,one of the worst films of the year
0,"one of the worst movies of the year
"
0,one of the worst films of the year
0,"one of the worst movies of the year
"
0,There's nothing to buy back in this movie.
0,"there is nothing redeeming about this movie
"
0,"I have to admit, I left the runt."
0,"i have to admit i walked out of runteldat
"
0,tull a roadtrip movie that is surprisingly short of adventure and song
0,"dull  a roadtrip movie that is surprisingly short of both adventure and song
"
0,It's one of the worst movies of the year.
